ID,Intake ID,Excretion ID,Subject group,Population,Country,Cohort,Intake Time definition,Intake Assessment method,Intake,Intake detail,Supplement intakes included?,Intake Arithmetic mean,Intake Geometric mean,Intake Median,Intake Unit,Intake Adjusted on,Biomarker Time definition,Biospecimen,Analytical method,Biomarker,Biomarker detail,Biomarker Arithmetic mean,Biomarker Geometric mean,Biomarker Median,Biomarker Unit,Biomarker Adjusted on,Correlation size,Correlation type,Correlation value,Correlation 95% CI lower,Correlation 95% CI upper,Correlation p-value,Significant?,Measurement adjustment,Deattenuated?,Covariates,Publication
4294,4436,4438,All,Breast cancer survivors from the non-intervention group of the WHEL study,United States,WHEL (Women's Healthy Eating and Living),,24-h Dietary recall (1-day),Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Lycopene + beta-Carotene + Lutein/Zeaxanthin,Yes,20.21,,,mg/day,,,"Plasma, fasting",HPLC,Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Lycopene + beta-Carotene + Lutein/Zeaxanthin,2.4,,,mmol/L,,1013,Pearson,0.45,,, ,Unspecified,,,,Natarajan 2006
4295,4436,4443,All,Breast cancer survivors from the non-intervention group of the WHEL study,United States,WHEL (Women's Healthy Eating and Living),,24-h Dietary recall (1-day),Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Lycopene + beta-Carotene + Lutein/Zeaxanthin,Yes,20.21,,,mg/day,,,"Plasma, fasting",HPLC,Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Lycopene + beta-Carotene + Lutein/Zeaxanthin,2.34,,,mmol/L,,1013,Pearson,0.37,,, ,Unspecified,,,,Natarajan 2006
4296,4441,4438,All,Breast cancer survivors from the non-intervention group of the WHEL study,United States,WHEL (Women's Healthy Eating and Living),,24-h Dietary recall (1-day),Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Lycopene + beta-Carotene + Lutein/Zeaxanthin,Yes,18.78,,,mg/day,,,"Plasma, fasting",HPLC,Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Lycopene + beta-Carotene + Lutein/Zeaxanthin,2.4,,,mmol/L,,1013,Pearson,0.36,,, ,Unspecified,,,,Natarajan 2006
4297,4441,4443,All,Breast cancer survivors from the non-intervention group of the WHEL study,United States,WHEL (Women's Healthy Eating and Living),,24-h Dietary recall (1-day),Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Lycopene + beta-Carotene + Lutein/Zeaxanthin,Yes,18.78,,,mg/day,,,"Plasma, fasting",HPLC,Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Lycopene + beta-Carotene + Lutein/Zeaxanthin,2.34,,,mmol/L,,1013,Pearson,0.4,,, ,Unspecified,,,,Natarajan 2006
4302,4452,4446,Males,Controls in nested case-control studies on fatty acids and cancer risks,Japan,JACC Study (Japan Collaborative Cohort Study),,Food Frequency Questionnaire (FFQ),Fish,"",,,,,missing unit,,,"Plasma, non-fasting",GC-FID,EPA (cis-20:5n-3),"",,2.82,,percentRoot,,621,Spearman,0.16,,,< 0.001,Yes,,,Age,Wakai 2005
4305,4452,4447,Males,Controls in nested case-control studies on fatty acids and cancer risks,Japan,JACC Study (Japan Collaborative Cohort Study),,Food Frequency Questionnaire (FFQ),Fish,"",,,,,missing unit,,,"Plasma, non-fasting",GC-FID,DPA (cis-22:5n-3),"",,0.85,,percentRoot,,621,Spearman,0.14,,,< 0.001,Yes,,,Age,Wakai 2005
4308,4452,4448,Males,Controls in nested case-control studies on fatty acids and cancer risks,Japan,JACC Study (Japan Collaborative Cohort Study),,Food Frequency Questionnaire (FFQ),Fish,"",,,,,missing unit,,,"Plasma, non-fasting",GC-FID,DHA (cis-22:6n-3),"",,5.07,,percentRoot,,621,Spearman,0.16,,,< 0.001,Yes,,,Age,Wakai 2005
4303,4453,4446,Males,Controls in nested case-control studies on fatty acids and cancer risks,Japan,JACC Study (Japan Collaborative Cohort Study),,Food Frequency Questionnaire (FFQ),Fish,"",,,,,missing unit,,,"Plasma, non-fasting",GC-FID,EPA (cis-20:5n-3),"",,2.82,,percentRoot,,436,Spearman,0.04,,,>= 0.1,No,,,Age,Wakai 2005
4306,4453,4447,Males,Controls in nested case-control studies on fatty acids and cancer risks,Japan,JACC Study (Japan Collaborative Cohort Study),,Food Frequency Questionnaire (FFQ),Fish,"",,,,,missing unit,,,"Plasma, non-fasting",GC-FID,DPA (cis-22:5n-3),"",,0.85,,percentRoot,,436,Spearman,0.04,,,>= 0.1,No,,,Age,Wakai 2005
4309,4453,4448,Males,Controls in nested case-control studies on fatty acids and cancer risks,Japan,JACC Study (Japan Collaborative Cohort Study),,Food Frequency Questionnaire (FFQ),Fish,"",,,,,missing unit,,,"Plasma, non-fasting",GC-FID,DHA (cis-22:6n-3),"",,5.07,,percentRoot,,436,Spearman,0.08,,,>= 0.1,No,,,Age,Wakai 2005
4304,4454,4446,Males,Controls in nested case-control studies on fatty acids and cancer risks,Japan,JACC Study (Japan Collaborative Cohort Study),,Food Frequency Questionnaire (FFQ),Fish,"",,,,,missing unit,,,"Plasma, non-fasting",GC-FID,EPA (cis-20:5n-3),"",,2.82,,percentRoot,,595,Spearman,0.16,,,< 0.001,Yes,,,Age,Wakai 2005
4307,4454,4447,Males,Controls in nested case-control studies on fatty acids and cancer risks,Japan,JACC Study (Japan Collaborative Cohort Study),,Food Frequency Questionnaire (FFQ),Fish,"",,,,,missing unit,,,"Plasma, non-fasting",GC-FID,DPA (cis-22:5n-3),"",,0.85,,percentRoot,,595,Spearman,0.11,,,< 0.01,Yes,,,Age,Wakai 2005
4310,4454,4448,Males,Controls in nested case-control studies on fatty acids and cancer risks,Japan,JACC Study (Japan Collaborative Cohort Study),,Food Frequency Questionnaire (FFQ),Fish,"",,,,,missing unit,,,"Plasma, non-fasting",GC-FID,DHA (cis-22:6n-3),"",,5.07,,percentRoot,,595,Spearman,0.18,,,< 0.001,Yes,,,Age,Wakai 2005
4311,4455,4449,Females,Controls in nested case-control studies on fatty acids and cancer risks,Japan,JACC Study (Japan Collaborative Cohort Study),,Food Frequency Questionnaire (FFQ),Fish,"",,,,,missing unit,,,"Plasma, non-fasting",GC-FID,EPA (cis-20:5n-3),"",,2.47,,percentRoot,,612,Spearman,0.12,,,< 0.01,Yes,,,Age,Wakai 2005
4314,4455,4450,Females,Controls in nested case-control studies on fatty acids and cancer risks,Japan,JACC Study (Japan Collaborative Cohort Study),,Food Frequency Questionnaire (FFQ),Fish,"",,,,,missing unit,,,"Plasma, non-fasting",GC-FID,DPA (cis-22:5n-3),"",,0.8,,percentRoot,,612,Spearman,0.05,,,>= 0.1,No,,,Age,Wakai 2005
4317,4455,4451,Females,Controls in nested case-control studies on fatty acids and cancer risks,Japan,JACC Study (Japan Collaborative Cohort Study),,Food Frequency Questionnaire (FFQ),Fish,"",,,,,missing unit,,,"Plasma, non-fasting",GC-FID,DHA (cis-22:6n-3),"",,4.93,,percentRoot,,612,Spearman,0.05,,,>= 0.1,No,,,Age,Wakai 2005
4312,4456,4449,Females,Controls in nested case-control studies on fatty acids and cancer risks,Japan,JACC Study (Japan Collaborative Cohort Study),,Food Frequency Questionnaire (FFQ),Fish,"",,,,,missing unit,,,"Plasma, non-fasting",GC-FID,EPA (cis-20:5n-3),"",,2.47,,percentRoot,,444,Spearman,-0.01,,,>= 0.1,No,,,Age,Wakai 2005
4315,4456,4450,Females,Controls in nested case-control studies on fatty acids and cancer risks,Japan,JACC Study (Japan Collaborative Cohort Study),,Food Frequency Questionnaire (FFQ),Fish,"",,,,,missing unit,,,"Plasma, non-fasting",GC-FID,DPA (cis-22:5n-3),"",,0.8,,percentRoot,,444,Spearman,0.05,,,>= 0.1,No,,,Age,Wakai 2005
4318,4456,4451,Females,Controls in nested case-control studies on fatty acids and cancer risks,Japan,JACC Study (Japan Collaborative Cohort Study),,Food Frequency Questionnaire (FFQ),Fish,"",,,,,missing unit,,,"Plasma, non-fasting",GC-FID,DHA (cis-22:6n-3),"",,4.93,,percentRoot,,444,Spearman,0.03,,,>= 0.1,No,,,Age,Wakai 2005
4313,4457,4449,Females,Controls in nested case-control studies on fatty acids and cancer risks,Japan,JACC Study (Japan Collaborative Cohort Study),,Food Frequency Questionnaire (FFQ),Fish,"",,,,,missing unit,,,"Plasma, non-fasting",GC-FID,EPA (cis-20:5n-3),"",,2.47,,percentRoot,,564,Spearman,0.08,,,< 0.1,No,,,Age,Wakai 2005
4316,4457,4450,Females,Controls in nested case-control studies on fatty acids and cancer risks,Japan,JACC Study (Japan Collaborative Cohort Study),,Food Frequency Questionnaire (FFQ),Fish,"",,,,,missing unit,,,"Plasma, non-fasting",GC-FID,DPA (cis-22:5n-3),"",,0.8,,percentRoot,,564,Spearman,0.11,,,< 0.01,Yes,,,Age,Wakai 2005
4319,4457,4451,Females,Controls in nested case-control studies on fatty acids and cancer risks,Japan,JACC Study (Japan Collaborative Cohort Study),,Food Frequency Questionnaire (FFQ),Fish,"",,,,,missing unit,,,"Plasma, non-fasting",GC-FID,DHA (cis-22:6n-3),"",,4.93,,percentRoot,,564,Spearman,0.06,,,>= 0.1,No,,,Age,Wakai 2005
4320,4460,4499,All,Controls in a case-control study on diet and heart disease,Costa Rica,,,Food Frequency Questionnaire (FFQ),Pentadecylic acid (15:0),"",,0.29,,,percentRoot,,,"Adipose tissue, buttocks",GC-FID,Pentadecylic acid (15:0),"",0.22,,,percentRoot,,196,Spearman,0.2,,,< 0.05,Yes,Energy by residual method ?,,"Age, Sex, BMI",Baylin 2005
4345,4460,4538,All,Controls in a case-control study on diet and heart disease,Costa Rica,,,Food Frequency Questionnaire (FFQ),Pentadecylic acid (15:0),"",,0.29,,,percentRoot,,,"Plasma, fasting",GC-FID,Pentadecylic acid (15:0),"",0.17,,,percentRoot,,196,Spearman,0.26,,,< 0.05,Yes,Energy by residual method ?,,"Age, Sex, BMI",Baylin 2005
4370,4460,4577,All,Controls in a case-control study on diet and heart disease,Costa Rica,,,Food Frequency Questionnaire (FFQ),Pentadecylic acid (15:0),"",,0.29,,,percentRoot,,,"Whole blood, fasting",GC-FID,Pentadecylic acid (15:0),"",0.14,,,percentRoot,,196,Spearman,0.23,,,< 0.05,Yes,Energy by residual method ?,,"Age, Sex, BMI",Baylin 2005
4321,4461,4500,All,Controls in a case-control study on diet and heart disease,Costa Rica,,,Food Frequency Questionnaire (FFQ),Palmitic acid (16:0),"",,25.73,,,percentRoot,,,"Adipose tissue, buttocks",GC-FID,Palmitic acid (16:0),"",20.53,,,percentRoot,,196,Spearman,0.1,,,>= 0.05,No,Energy by residual method ?,,"Age, Sex, BMI",Baylin 2005
4346,4461,4539,All,Controls in a case-control study on diet and heart disease,Costa Rica,,,Food Frequency Questionnaire (FFQ),Palmitic acid (16:0),"",,25.73,,,percentRoot,,,"Plasma, fasting",GC-FID,Palmitic acid (16:0),"",22.78,,,percentRoot,,196,Spearman,0.14,,,>= 0.05,No,Energy by residual method ?,,"Age, Sex, BMI",Baylin 2005
4371,4461,4578,All,Controls in a case-control study on diet and heart disease,Costa Rica,,,Food Frequency Questionnaire (FFQ),Palmitic acid (16:0),"",,25.73,,,percentRoot,,,"Whole blood, fasting",GC-FID,Palmitic acid (16:0),"",21.92,,,percentRoot,,196,Spearman,0.14,,,>= 0.05,No,Energy by residual method ?,,"Age, Sex, BMI",Baylin 2005
4322,4462,4501,All,Controls in a case-control study on diet and heart disease,Costa Rica,,,Food Frequency Questionnaire (FFQ),Margaric acid (17:0),"",,0.31,,,percentRoot,,,"Adipose tissue, buttocks",GC-FID,Margaric acid (17:0),"",0.2,,,percentRoot,,196,Spearman,0.07,,,>= 0.05,No,Energy by residual method ?,,"Age, Sex, BMI",Baylin 2005
4347,4462,4540,All,Controls in a case-control study on diet and heart disease,Costa Rica,,,Food Frequency Questionnaire (FFQ),Margaric acid (17:0),"",,0.31,,,percentRoot,,,"Plasma, fasting",GC-FID,Margaric acid (17:0),"",0.28,,,percentRoot,,196,Spearman,0.09,,,>= 0.05,No,Energy by residual method ?,,"Age, Sex, BMI",Baylin 2005
4372,4462,4579,All,Controls in a case-control study on diet and heart disease,Costa Rica,,,Food Frequency Questionnaire (FFQ),Margaric acid (17:0),"",,0.31,,,percentRoot,,,"Whole blood, fasting",GC-FID,Margaric acid (17:0),"",0.28,,,percentRoot,,196,Spearman,0.09,,,>= 0.05,No,Energy by residual method ?,,"Age, Sex, BMI",Baylin 2005
4323,4463,4502,All,Controls in a case-control study on diet and heart disease,Costa Rica,,,Food Frequency Questionnaire (FFQ),Stearic acid (18:0),"",,7.45,,,percentRoot,,,"Adipose tissue, buttocks",GC-FID,Stearic acid (18:0),"",2.65,,,percentRoot,,196,Spearman,0.05,,,>= 0.05,No,Energy by residual method ?,,"Age, Sex, BMI",Baylin 2005
4348,4463,4541,All,Controls in a case-control study on diet and heart disease,Costa Rica,,,Food Frequency Questionnaire (FFQ),Stearic acid (18:0),"",,7.45,,,percentRoot,,,"Plasma, fasting",GC-FID,Stearic acid (18:0),"",6.76,,,percentRoot,,196,Spearman,0.01,,,>= 0.05,No,Energy by residual method ?,,"Age, Sex, BMI",Baylin 2005
4373,4463,4580,All,Controls in a case-control study on diet and heart disease,Costa Rica,,,Food Frequency Questionnaire (FFQ),Stearic acid (18:0),"",,7.45,,,percentRoot,,,"Whole blood, fasting",GC-FID,Stearic acid (18:0),"",9.42,,,percentRoot,,196,Spearman,0.03,,,>= 0.05,No,Energy by residual method ?,,"Age, Sex, BMI",Baylin 2005
4324,4466,4505,All,Controls in a case-control study on diet and heart disease,Costa Rica,,,Food Frequency Questionnaire (FFQ),"Fatty acids, saturated (SFA)",Palmitic acid (16:0) + Stearic acid (18:0) + Myristic acid (14:0) + Pentadecylic acid (15:0) + Margaric acid (17:0) + Lauric acid (12:0) + Arachidic acid (20:0) + Behenic acid (22:0),,37.9,,,percentRoot,,,"Adipose tissue, buttocks",GC-FID,"Fatty acids, saturated (SFA)",Palmitic acid (16:0) + Stearic acid (18:0) + Myristic acid (14:0) + Pentadecylic acid (15:0) + Margaric acid (17:0) + Lauric acid (12:0) + Arachidic acid (20:0) + Behenic acid (22:0),25.0,,,percentRoot,,196,Spearman,0.04,,,>= 0.05,No,Energy by residual method ?,,"Age, Sex, BMI",Baylin 2005
4349,4466,4544,All,Controls in a case-control study on diet and heart disease,Costa Rica,,,Food Frequency Questionnaire (FFQ),"Fatty acids, saturated (SFA)",Palmitic acid (16:0) + Stearic acid (18:0) + Myristic acid (14:0) + Pentadecylic acid (15:0) + Margaric acid (17:0) + Lauric acid (12:0) + Arachidic acid (20:0) + Behenic acid (22:0),,37.9,,,percentRoot,,,"Plasma, fasting",GC-FID,"Fatty acids, saturated (SFA)",Palmitic acid (16:0) + Stearic acid (18:0) + Myristic acid (14:0) + Pentadecylic acid (15:0) + Margaric acid (17:0) + Lauric acid (12:0) + Arachidic acid (20:0) + Behenic acid (22:0),31.85,,,percentRoot,,196,Spearman,0.11,,,>= 0.05,No,Energy by residual method ?,,"Age, Sex, BMI",Baylin 2005
4374,4466,4583,All,Controls in a case-control study on diet and heart disease,Costa Rica,,,Food Frequency Questionnaire (FFQ),"Fatty acids, saturated (SFA)",Palmitic acid (16:0) + Stearic acid (18:0) + Myristic acid (14:0) + Pentadecylic acid (15:0) + Margaric acid (17:0) + Lauric acid (12:0) + Arachidic acid (20:0) + Behenic acid (22:0),,37.9,,,percentRoot,,,"Whole blood, fasting",GC-FID,"Fatty acids, saturated (SFA)",Palmitic acid (16:0) + Stearic acid (18:0) + Myristic acid (14:0) + Pentadecylic acid (15:0) + Margaric acid (17:0) + Lauric acid (12:0) + Arachidic acid (20:0) + Behenic acid (22:0),34.07,,,percentRoot,,196,Spearman,0.14,,,>= 0.05,No,Energy by residual method ?,,"Age, Sex, BMI",Baylin 2005
4325,4469,4508,All,Controls in a case-control study on diet and heart disease,Costa Rica,,,Food Frequency Questionnaire (FFQ),Oleic acid (cis-18:1n-9),"",,32.35,,,percentRoot,,,"Adipose tissue, buttocks",GC-FID,Oleic acid (cis-18:1n-9),"",42.82,,,percentRoot,,196,Spearman,0.15,,,< 0.05,Yes,Energy by residual method ?,,"Age, Sex, BMI",Baylin 2005
4350,4469,4547,All,Controls in a case-control study on diet and heart disease,Costa Rica,,,Food Frequency Questionnaire (FFQ),Oleic acid (cis-18:1n-9),"",,32.35,,,percentRoot,,,"Plasma, fasting",GC-FID,Oleic acid (cis-18:1n-9),"",20.74,,,percentRoot,,196,Spearman,0.21,,,< 0.05,Yes,Energy by residual method ?,,"Age, Sex, BMI",Baylin 2005
4375,4469,4586,All,Controls in a case-control study on diet and heart disease,Costa Rica,,,Food Frequency Questionnaire (FFQ),Oleic acid (cis-18:1n-9),"",,32.35,,,percentRoot,,,"Whole blood, fasting",GC-FID,Oleic acid (cis-18:1n-9),"",18.23,,,percentRoot,,196,Spearman,0.19,,,< 0.05,Yes,Energy by residual method ?,,"Age, Sex, BMI",Baylin 2005
4326,4472,4511,All,Controls in a case-control study on diet and heart disease,Costa Rica,,,Food Frequency Questionnaire (FFQ),"Fatty acids, monounsaturated (MUFA)",Palmitoleic acid (cis-16:1n-7) + Oleic acid (cis-18:1n-9) + Asclepic acid (cis-18:1n-7) + Myristoleic acid (cis-14:1n-5) + 11-Eicosenoic acid (cis-20:1n-9),,35.57,,,percentRoot,,,"Adipose tissue, buttocks",GC-FID,"Fatty acids, monounsaturated (MUFA)",Palmitoleic acid (cis-16:1n-7) + Oleic acid (cis-18:1n-9) + Asclepic acid (cis-18:1n-7) + Myristoleic acid (cis-14:1n-5) + 11-Eicosenoic acid (cis-20:1n-9),52.49,,,percentRoot,,196,Spearman,0.06,,,>= 0.05,No,Energy by residual method ?,,"Age, Sex, BMI",Baylin 2005
4351,4472,4550,All,Controls in a case-control study on diet and heart disease,Costa Rica,,,Food Frequency Questionnaire (FFQ),"Fatty acids, monounsaturated (MUFA)",Palmitoleic acid (cis-16:1n-7) + Oleic acid (cis-18:1n-9) + Asclepic acid (cis-18:1n-7) + Myristoleic acid (cis-14:1n-5) + 11-Eicosenoic acid (cis-20:1n-9),,35.57,,,percentRoot,,,"Plasma, fasting",GC-FID,"Fatty acids, monounsaturated (MUFA)",Palmitoleic acid (cis-16:1n-7) + Oleic acid (cis-18:1n-9) + Asclepic acid (cis-18:1n-7) + Myristoleic acid (cis-14:1n-5) + 11-Eicosenoic acid (cis-20:1n-9),25.91,,,percentRoot,,196,Spearman,0.14,,,>= 0.05,No,Energy by residual method ?,,"Age, Sex, BMI",Baylin 2005
4376,4472,4589,All,Controls in a case-control study on diet and heart disease,Costa Rica,,,Food Frequency Questionnaire (FFQ),"Fatty acids, monounsaturated (MUFA)",Palmitoleic acid (cis-16:1n-7) + Oleic acid (cis-18:1n-9) + Asclepic acid (cis-18:1n-7) + Myristoleic acid (cis-14:1n-5) + 11-Eicosenoic acid (cis-20:1n-9),,35.57,,,percentRoot,,,"Whole blood, fasting",GC-FID,"Fatty acids, monounsaturated (MUFA)",Palmitoleic acid (cis-16:1n-7) + Oleic acid (cis-18:1n-9) + Asclepic acid (cis-18:1n-7) + Myristoleic acid (cis-14:1n-5) + 11-Eicosenoic acid (cis-20:1n-9),23.32,,,percentRoot,,196,Spearman,0.12,,,>= 0.05,No,Energy by residual method ?,,"Age, Sex, BMI",Baylin 2005
4327,4473,4512,All,Controls in a case-control study on diet and heart disease,Costa Rica,,,Food Frequency Questionnaire (FFQ),alpha-Linolenic acid (ALA; cis-18:3n-3),"",,1.71,,,percentRoot,,,"Adipose tissue, buttocks",GC-FID,alpha-Linolenic acid (ALA; cis-18:3n-3),"",0.62,,,percentRoot,,196,Spearman,0.51,,,< 0.05,Yes,Energy by residual method ?,,"Age, Sex, BMI",Baylin 2005
4352,4473,4551,All,Controls in a case-control study on diet and heart disease,Costa Rica,,,Food Frequency Questionnaire (FFQ),alpha-Linolenic acid (ALA; cis-18:3n-3),"",,1.71,,,percentRoot,,,"Plasma, fasting",GC-FID,alpha-Linolenic acid (ALA; cis-18:3n-3),"",0.49,,,percentRoot,,196,Spearman,0.39,,,< 0.05,Yes,Energy by residual method ?,,"Age, Sex, BMI",Baylin 2005
4377,4473,4590,All,Controls in a case-control study on diet and heart disease,Costa Rica,,,Food Frequency Questionnaire (FFQ),alpha-Linolenic acid (ALA; cis-18:3n-3),"",,1.71,,,percentRoot,,,"Whole blood, fasting",GC-FID,alpha-Linolenic acid (ALA; cis-18:3n-3),"",0.37,,,percentRoot,,196,Spearman,0.38,,,< 0.05,Yes,Energy by residual method ?,,"Age, Sex, BMI",Baylin 2005
4328,4475,4514,All,Controls in a case-control study on diet and heart disease,Costa Rica,,,Food Frequency Questionnaire (FFQ),EPA (cis-20:5n-3),"",,0.14,,,percentRoot,,,"Adipose tissue, buttocks",GC-FID,EPA (cis-20:5n-3),"",0.02,,,percentRoot,,91,Spearman,-0.08,,,>= 0.05,No,Energy by residual method ?,,"Age, Sex, BMI",Baylin 2005
4353,4475,4553,All,Controls in a case-control study on diet and heart disease,Costa Rica,,,Food Frequency Questionnaire (FFQ),EPA (cis-20:5n-3),"",,0.14,,,percentRoot,,,"Plasma, fasting",GC-FID,EPA (cis-20:5n-3),"",0.34,,,percentRoot,,63,Spearman,0.28,,,< 0.05,Yes,Energy by residual method ?,,"Age, Sex, BMI",Baylin 2005
4378,4475,4592,All,Controls in a case-control study on diet and heart disease,Costa Rica,,,Food Frequency Questionnaire (FFQ),EPA (cis-20:5n-3),"",,0.14,,,percentRoot,,,"Whole blood, fasting",GC-FID,EPA (cis-20:5n-3),"",0.81,,,percentRoot,,62,Spearman,0.22,,,< 0.05,Yes,Energy by residual method ?,,"Age, Sex, BMI",Baylin 2005
4329,4477,4516,All,Controls in a case-control study on diet and heart disease,Costa Rica,,,Food Frequency Questionnaire (FFQ),DHA (cis-22:6n-3),"",,0.21,,,percentRoot,,,"Adipose tissue, buttocks",GC-FID,DHA (cis-22:6n-3),"",0.14,,,percentRoot,,196,Spearman,0.26,,,< 0.05,Yes,Energy by residual method ?,,"Age, Sex, BMI",Baylin 2005
4354,4477,4555,All,Controls in a case-control study on diet and heart disease,Costa Rica,,,Food Frequency Questionnaire (FFQ),DHA (cis-22:6n-3),"",,0.21,,,percentRoot,,,"Plasma, fasting",GC-FID,DHA (cis-22:6n-3),"",1.49,,,percentRoot,,196,Spearman,0.31,,,< 0.05,Yes,Energy by residual method ?,,"Age, Sex, BMI",Baylin 2005
4379,4477,4594,All,Controls in a case-control study on diet and heart disease,Costa Rica,,,Food Frequency Questionnaire (FFQ),DHA (cis-22:6n-3),"",,0.21,,,percentRoot,,,"Whole blood, fasting",GC-FID,DHA (cis-22:6n-3),"",2.39,,,percentRoot,,196,Spearman,0.23,,,< 0.05,Yes,Energy by residual method ?,,"Age, Sex, BMI",Baylin 2005
4330,4478,4517,All,Controls in a case-control study on diet and heart disease,Costa Rica,,,Food Frequency Questionnaire (FFQ),"Fatty acids, n3-polyunsaturated (n3-PUFA)",alpha-Linolenic acid (ALA; cis-18:3n-3) + EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3) + Eicosatrienoic acid (ETE; cis-20:3n-3),,2.13,,,percentRoot,,,"Adipose tissue, buttocks",GC-FID,"Fatty acids, n3-polyunsaturated (n3-PUFA)",alpha-Linolenic acid (ALA; cis-18:3n-3) + EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3) + Eicosatrienoic acid (ETE; cis-20:3n-3),0.95,,,percentRoot,,91,Spearman,0.39,,,< 0.05,Yes,Energy by residual method ?,,"Age, Sex, BMI",Baylin 2005
4355,4478,4556,All,Controls in a case-control study on diet and heart disease,Costa Rica,,,Food Frequency Questionnaire (FFQ),"Fatty acids, n3-polyunsaturated (n3-PUFA)",alpha-Linolenic acid (ALA; cis-18:3n-3) + EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3) + Eicosatrienoic acid (ETE; cis-20:3n-3),,2.13,,,percentRoot,,,"Plasma, fasting",GC-FID,"Fatty acids, n3-polyunsaturated (n3-PUFA)",alpha-Linolenic acid (ALA; cis-18:3n-3) + EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3) + Eicosatrienoic acid (ETE; cis-20:3n-3),2.62,,,percentRoot,,63,Spearman,0.23,,,< 0.05,Yes,Energy by residual method ?,,"Age, Sex, BMI",Baylin 2005
