ID,Title,First author,Authors,Year,Journal,Volume,Issue,Pages,PubMed ID,DOI,Study design,No. of Biomarkers,No. of Intake values,No. of Concentration values,No. of Reproducibility values,No. of Correlation values,No. of Metabolomic associations,No. of Cancer associations
633,Prospective study of serum micronutrients and ovarian cancer,Helzlsouer,"Helzlsouer, K. J.; Alberg, A. J.; Norkus, E. P.; Morris, J. S.; Hoffman, S. C.; Comstock, G. W.",1996,J Natl Cancer Inst,88,1,32-37,8847723,,Nested case-control study,10,0,0,0,0,0,10
634,"Serological precursors of cancer: malignant melanoma, basal and squamous cell skin cancer, and prediagnostic levels of retinol, beta- carotene, lycopene, alpha-tocopherol, and selenium",Breslow,"Breslow, R. A.; Alberg, A. J.; Helzlsouer, K. J.; Bush, T. L.; Norkus, E. P.; Morris, J. S.; Spate, V. E.; Comstock, G. W.",1995,Cancer Epidemiol Biomarkers Prev,4,8,837-842,8634654,,Nested case-control study,5,0,0,0,0,0,5
635,Serum micronutrients and the subsequent risk of oral and pharyngeal cancer,Zheng,"Zheng, W.; Blot, W. J.; Diamond, E. L.; Norkus, E. P.; Spate, V.; Morris, J. S.; Comstock, G. W.",1993,Cancer Res,53,4,795-798,8428360,,Nested case-control study,11,0,0,0,0,0,11
636,Serum micronutrients and the subsequent risk of cervical cancer in a population-based nested case-control study,Batieha,"Batieha, A. M.; Armenian, H. K.; Norkus, E. P.; Morris, J. S.; Spate, V. E.; Comstock, G. W.",1993,Cancer Epidemiol Biomarkers Prev,2,4,335-339,8348056,,Nested case-control study,10,0,0,0,0,0,10
637,Prospective study of serum vitamin E levels and esophageal and gastric cancers,Taylor,"Taylor, P. R.; Qiao, Y. L.; Abnet, C. C.; Dawsey, S. M.; Yang, C. S.; Gunter, E. W.; Wang, W.; Blot, W. J.; Dong, Z. W.; Mark, S. D.",2003,J Natl Cancer Inst,95,18,1414-1416,13130117,,Case-cohort study,2,0,0,0,0,0,2
638,"Repeated measurements of serum carotenoid, retinol and tocopherol levels in relation to colorectal cancer risk in the Women's Health Initiative",Kabat,"Kabat, G. C.; Kim, M. Y.; Sarto, G. E.; Shikany, J. M.; Rohan, T. E.",2012,Eur J Clin Nutr,66,5,549-554,22166899,10.1038/ejcn.2011.207,Prospective cohort study,8,0,0,0,0,0,8
639,Serum antioxidants and skin cancer risk: an 8-year community-based follow-up study,van der Pols,"van der Pols, J. C.; Heinen, M. M.; Hughes, M. C.; Ibiebele, T. I.; Marks, G. C.; Green, A. C.",2009,Cancer Epidemiol Biomarkers Prev,18,4,1167-1173,19336544,10.1158/1055-9965.EPI-08-1211,Prospective cohort study,6,0,0,0,0,0,6
640,"Vitamin E intake, alpha-tocopherol status, and pancreatic cancer in a cohort of male smokers",Stolzenberg-Solomon,"Stolzenberg-Solomon, R. Z.; Sheffler-Collins, S.; Weinstein, S.; Garabrant, D. H.; Mannisto, S.; Taylor, P.; Virtamo, J.; Albanes, D.",2009,Am J Clin Nutr,89,2,584-591,19116326,10.3945/ajcn.2008.26423,Prospective cohort study,1,0,0,0,0,0,1
641,"Longitudinal study of serum carotenoid, retinol, and tocopherol concentrations in relation to breast cancer risk among postmenopausal women",Kabat,"Kabat, G. C.; Kim, M.; Adams-Campbell, L. L.; Caan, B. J.; Chlebowski, R. T.; Neuhouser, M. L.; Shikany, J. M.; Rohan, T. E.",2009,Am J Clin Nutr,90,1,162-169,19474140,10.3945/ajcn.2009.27568,Prospective cohort study,8,0,0,0,0,0,8
643,Serum and dietary vitamin E in relation to prostate cancer risk,Weinstein,"Weinstein, S. J.; Wright, M. E.; Lawson, K. A.; Snyder, K.; Mannisto, S.; Taylor, P. R.; Virtamo, J.; Albanes, D.",2007,Cancer Epidemiol Biomarkers Prev,16,6,1253-1259,17548693,10.1158/1055-9965.EPI-06-1084,Prospective cohort study,1,0,0,0,0,0,1
645,"Fruits, vegetables, and antioxidants and risk of gastric cancer among male smokers",Nouraie,"Nouraie, M.; Pietinen, P.; Kamangar, F.; Dawsey, S. M.; Abnet, C. C.; Albanes, D.; Virtamo, J.; Taylor, P. R.",2005,Cancer Epidemiol Biomarkers Prev,14,9,2087-2092,16172214,10.1158/1055-9965.EPI-05-0038,Prospective cohort study,3,0,0,0,0,0,3
646,Serum carotenoids and alpha-tocopherol and risk of nonmelanoma skin cancer,Dorgan,"Dorgan, J. F.; Boakye, N. A.; Fears, T. R.; Schleicher, R. L.; Helsel, W.; Anderson, C.; Robinson, J.; Guin, J. D.; Lessin, S.; Ratnasinghe, L. D.; Tangrea, J. A.",2004,Cancer Epidemiol Biomarkers Prev,13,8,1276-1282,15298946,,Prospective cohort study,7,0,0,0,0,0,7
647,"Dietary and serum alpha-tocopherol, beta-carotene and retinol, and risk for colorectal cancer in male smokers",Malila,"Malila, N.; Virtamo, J.; Virtanen, M.; Pietinen, P.; Albanes, D.; Teppo, L.",2002,Eur J Clin Nutr,56,7,615-621,12080400,10.1038/sj.ejcn.1601366,Prospective cohort study,3,0,0,0,0,0,3
648,Serum alpha-tocopherol and subsequent risk of lung cancer among male smokers,Woodson,"Woodson, K.; Tangrea, J. A.; Barrett, M. J.; Virtamo, J.; Taylor, P. R.; Albanes, D.",1999,J Natl Cancer Inst,91,20,1738-1743,10528024,,Prospective cohort study,1,0,0,0,0,0,1
649,"The association between baseline vitamin E, selenium, and prostate cancer in the alpha-tocopherol, beta-carotene cancer prevention study",Hartman,"Hartman, T. J.; Albanes, D.; Pietinen, P.; Hartman, A. M.; Rautalahti, M.; Tangrea, J. A.; Taylor, P. R.",1998,Cancer Epidemiol Biomarkers Prev,7,4,335-340,9568790,,Prospective cohort study,1,0,0,0,0,0,1
650,"Prospective study of serum retinol, beta-carotene, beta-cryptoxanthin, and lutein/zeaxanthin and esophageal and gastric cancers in China",Abnet,"Abnet, C. C.; Qiao, Y. L.; Dawsey, S. M.; Buckman, D. W.; Yang, C. S.; Blot, W. J.; Dong, Z. W.; Taylor, P. R.; Mark, S. D.",2003,Cancer Causes Control,14,7,645-655,14575362,,Case-cohort study,4,0,0,0,0,0,4
651,Serum retinol and risk of prostate cancer,Mondul,"Mondul, A. M.; Watters, J. L.; Mannisto, S.; Weinstein, S. J.; Snyder, K.; Virtamo, J.; Albanes, D.",2011,Am J Epidemiol,173,7,813-821,21389041,10.1093/aje/kwq429,Prospective cohort study,1,0,0,0,0,0,1
653,"Dietary carotenoids, serum beta-carotene, and retinol and risk of lung cancer in the alpha-tocopherol, beta-carotene cohort study",Holick,"Holick, C. N.; Michaud, D. S.; Stolzenberg-Solomon, R.; Mayne, S. T.; Pietinen, P.; Taylor, P. R.; Virtamo, J.; Albanes, D.",2002,Am J Epidemiol,156,6,536-547,12226001,,Prospective cohort study,2,0,0,0,0,0,2
654,Serum vitamin A and subsequent development of prostate cancer in the first National Health and Nutrition Examination Survey Epidemiologic Follow-up Study,Reichman,"Reichman, M. E.; Hayes, R. B.; Ziegler, R. G.; Schatzkin, A.; Taylor, P. R.; Kahle, L. L.; Fraumeni, J. F. Jr",1990,Cancer Res,50,8,2311-2315,2317818,,Prospective cohort study,1,0,0,0,0,0,1
656,Serum 25-hydroxyvitamin D concentrations and lung cancer risk in never-smoking postmenopausal women,Cheng,"Cheng, T. D.; Song, X.; Beresford, S. A. A.; Ho, G. Y. F.; Johnson, K. C.; Datta, M.; Chlebowski, R. T.; Wactawski-Wende, J.; Qi, L.; Neuhouser, M. L.",2017,Cancer Causes Control,28,10,1053-1063,28900765,10.1007/s10552-017-0956-1,Nested case-control study,1,0,0,0,0,0,1
657,Plasma carotenoids and breast cancer risk in the Cancer Prevention Study II Nutrition Cohort,Wang,"Wang, Y.; Gapstur, S. M.; Gaudet, M. M.; Furtado, J. D.; Campos, H.; McCullough, M. L.",2015,Cancer Causes Control,26,9,1233-1244,26081425,10.1007/s10552-015-0614-4,Nested case-control study,6,0,0,0,0,0,6
658,"Premenopausal plasma carotenoids, fluorescent oxidation products, and subsequent breast cancer risk in the nurses' health studies",Sisti,"Sisti, J. S.; Lindstrom, S.; Kraft, P.; Tamimi, R. M.; Rosner, B. A.; Wu, T.; Willett, W. C.; Eliassen, A. H.",2015,Breast Cancer Res Treat,151,2,415-425,25917867,10.1007/s10549-015-3391-6,Nested case-control study,6,0,0,0,0,0,6
659,Serum Retinol and Carotenoid Concentrations and Prostate Cancer Risk: Results from the Prostate Cancer Prevention Trial,Nash,"Nash, S. H.; Till, C.; Song, X.; Lucia, M. S.; Parnes, H. L.; Thompson, I. M. Jr; Lippman, S. M.; Platz, E. A.; Schenk, J.",2015,Cancer Epidemiol Biomarkers Prev,24,10,1507-1515,26269564,10.1158/1055-9965.EPI-15-0394,Nested case-control study,4,0,0,0,0,0,4
661,Plasma carotenoids and risk of breast cancer over 20 y of follow-up,Eliassen,"Eliassen, A. H.; Liao, X.; Rosner, B.; Tamimi, R. M.; Tworoger, S. S.; Hankinson, S. E.",2015,Am J Clin Nutr,101,6,1197-1205,25877493,10.3945/ajcn.114.105080,Nested case-control study,6,0,0,0,0,0,6
662,Plasma carotenoids and retinol and overall and breast cancer risk: a nested case-control study,Pouchieu,"Pouchieu, C.; Galan, P.; Ducros, V.; Latino-Martel, P.; Hercberg, S.; Touvier, M.",2014,Nutr Cancer,66,6,980-988,25072980,10.1080/01635581.2014.936952,Nested case-control study,6,0,0,0,0,0,6
663,Plasma carotenoids and vitamin C concentrations and risk of urothelial cell carcinoma in the European Prospective Investigation into Cancer and Nutrition,Ros,"Ros, M. M.; Bueno-de-Mesquita, H. B.; Kampman, E.; Aben, K. K.; Buchner, F. L.; Jansen, E. H.; van Gils, C. H.; Egevad, L.; Overvad, K.; Tjonneland, A.; Roswall, N.; Boutron-Ruault, M. C.; Kvaskoff, M.; Perquier, F.; Kaaks, R.; Chang-Claude, J.; Weikert, S.; Boeing, H.; Trichopoulou, A.; Lagiou, P.; Dilis, V.; Palli, D.; Pala, V.; Sacerdote, C.; Tumino, R.; Panico, S.; Peeters, P. H.; Gram, I. T.; Skeie, G.; Huerta, J. M.; Barricarte, A.; Quiros, J. R.; Sanchez, M. J.; Buckland, G.; Larranaga, N.; Ehrnstrom, R.; Wallstrom, P.; Ljungberg, B.; Hallmans, G.; Key, T. J.; Allen, N. E.; Khaw, K. T.; Wareham, N.; Brennan, P.; Riboli, E.; Kiemeney, L. A.",2012,Am J Clin Nutr,96,4,902-910,22952186,10.3945/ajcn.111.032920,Nested case-control study,8,0,0,0,0,0,8
664,Prediagnostic circulating carotenoid levels and the risk of non-Hodgkin lymphoma: the Multiethnic Cohort,Ollberding,"Ollberding, N. J.; Maskarinec, G.; Conroy, S. M.; Morimoto, Y.; Franke, A. A.; Cooney, R. V.; Wilkens, L. R.; Le Marchand, L.; Goodman, M. T.; Hernandez, B. Y.; Henderson, B. E.; Kolonel, L. N.",2012,Blood,119,24,5817-5823,22550343,10.1182/blood-2012-02-413609,Nested case-control study,9,0,0,0,0,0,9
665,Serum lycopene concentration and prostate cancer risk: results from the Prostate Cancer Prevention Trial,Kristal,"Kristal, A. R.; Till, C.; Platz, E. A.; Song, X.; King, I. B.; Neuhouser, M. L.; Ambrosone, C. B.; Thompson, I. M.",2011,Cancer Epidemiol Biomarkers Prev,20,4,638-646,21335507,10.1158/1055-9965.EPI-10-1221,Nested case-control study,1,0,0,0,0,0,1
666,"Circulating carotenoids, mammographic density, and subsequent risk of breast cancer",Tamimi,"Tamimi, R. M.; Colditz, G. A.; Hankinson, S. E.",2009,Cancer Res,69,24,9323-9329,19934322,10.1158/0008-5472.CAN-09-1018,Nested case-control study,6,0,0,0,0,0,6
667,"Serum retinol and prostate cancer risk: a nested case-control study in the prostate, lung, colorectal, and ovarian cancer screening trial",Schenk,"Schenk, J. M.; Riboli, E.; Chatterjee, N.; Leitzmann, M. F.; Ahn, J.; Albanes, D.; Reding, D. J.; Wang, Y.; Friesen, M. D.; Hayes, R. B.; Peters, U.",2009,Cancer Epidemiol Biomarkers Prev,18,4,1227-1231,19336558,10.1158/1055-9965.EPI-08-0984,Nested case-control study,1,0,0,0,0,0,1
668,"Beta-cryptoxanthin and lung cancer in Shanghai, China--an examination of potential confounding with cigarette smoking using urinary cotinine as a biomarker for true tobacco exposure",Stram,"Stram, D. O.; Yuan, J. M.; Chan, K. K.; Gao, Y. T.; Ross, R. K.; Yu, M. C.",2007,Nutr Cancer,57,2,123-129,17571944,10.1080/01635580701273998,Nested case-control study,1,0,0,0,0,0,1
669,"Serum lycopene, other carotenoids, and prostate cancer risk: a nested case-control study in the prostate, lung, colorectal, and ovarian cancer screening trial",Peters,"Peters, U.; Leitzmann, M. F.; Chatterjee, N.; Wang, Y.; Albanes, D.; Gelmann, E. P.; Friesen, M. D.; Riboli, E.; Hayes, R. B.",2007,Cancer Epidemiol Biomarkers Prev,16,5,962-968,17507623,10.1158/1055-9965.EPI-06-0861,Nested case-control study,6,0,0,0,0,0,6
670,Dietary and plasma lycopene and the risk of breast cancer,Sesso,"Sesso, H. D.; Buring, J. E.; Zhang, S. M.; Norkus, E. P.; Gaziano, J. M.",2005,Cancer Epidemiol Biomarkers Prev,14,5,1074-1081,15894655,10.1158/1055-9965.EPI-04-0683,Nested case-control study,5,0,0,0,0,0,5
671,"Plasma and dietary carotenoids, and the risk of prostate cancer: a nested case-control study",Wu,"Wu, K.; Erdman, J. W. Jr; Schwartz, S. J.; Platz, E. A.; Leitzmann, M.; Clinton, S. K.; DeGroff, V.; Willett, W. C.; Giovannucci, E.",2004,Cancer Epidemiol Biomarkers Prev,13,2,260-269,14973107,,Nested case-control study,5,0,0,0,0,0,5
672,Serum carotenoids and breast cancer,Toniolo,"Toniolo, P.; Van Kappel, A. L.; Akhmedkhanov, A.; Ferrari, P.; Kato, I.; Shore, R. E.; Riboli, E.",2001,Am J Epidemiol,153,12,1142-1147,11415946,,Nested case-control study,8,0,0,0,0,0,8
673,"Vegetable consumption, serum retinol level, and risk of hepatocellular carcinoma",Yu,"Yu, M. W.; Hsieh, H. H.; Pan, W. H.; Yang, C. S.; CHen, C. J.",1995,Cancer Res,55,6,1301-1305,7882326,,Nested case-control study,1,0,0,0,0,0,1
674,Serum Vitamin D and Risk of Breast Cancer within Five Years,O'Brien,"O'Brien, K. M.; Sandler, D. P.; Taylor, J. A.; Weinberg, C. R.",2017,Environ Health Perspect,125,7,077004,28728134,10.1289/EHP943,Case-cohort study,1,0,0,0,0,0,1
675,Plasma vitamin D and prostate cancer risk: results from the Selenium and Vitamin E Cancer Prevention Trial,Kristal,"Kristal, A. R.; Till, C.; Song, X.; Tangen, C. M.; Goodman, P. J.; Neuhauser, M. L.; Schenk, J. M.; Thompson, I. M.; Meyskens, F. L. Jr; Goodman, G. E.; Minasian, L. M.; Parnes, H. L.; Klein, E. A.",2014,Cancer Epidemiol Biomarkers Prev,23,8,1494-1504,24732629,10.1158/1055-9965.EPI-14-0115,Case-cohort study,1,0,0,0,0,0,1
676,Serum 25-OH vitamin D levels and risk of developing prostate cancer in older men,Barnett,"Barnett, C. M.; Nielson, C. M.; Shannon, J.; Chan, J. M.; Shikany, J. M.; Bauer, D. C.; Hoffman, A. R.; Barrett-Connor, E.; Orwoll, E.; Beer, T. M.",2010,Cancer Causes Control,21,8,1297-1303,20383574,10.1007/s10552-010-9557-y,Case-cohort study,1,0,0,0,0,0,1
677,Prospective study of serum 25(OH)-vitamin D concentration and risk of oesophageal and gastric cancers,Chen,"Chen, W.; Dawsey, S. M.; Qiao, Y. L.; Mark, S. D.; Dong, Z. W.; Taylor, P. R.; Zhao, P.; Abnet, C. C.",2007,Br J Cancer,97,1,123-128,17551495,10.1038/sj.bjc.6603834,Case-cohort study,1,0,0,0,0,0,1
679,Vitamin D status and skin cancer risk independent of time outdoors: 11-year prospective study in an Australian community,van der Pols,"van der Pols, J. C.; Russell, A.; Bauer, U.; Neale, R. E.; Kimlin, M. G.; Green, A. C.",2013,J Invest Dermatol,133,3,637-641,23076499,10.1038/jid.2012.346,Prospective cohort study,1,0,0,0,0,0,1
680,Serum 25-hydroxyvitamin d and cancer risk in older adults: results from a large German prospective cohort study,Ordonez-Mena,"Ordonez-Mena, J. M.; Schottker, B.; Haug, U.; Muller, H.; Kohrle, J.; Schomburg, L.; Holleczek, B.; Brenner, H.",2013,Cancer Epidemiol Biomarkers Prev,22,5,905-916,23462913,10.1158/1055-9965.EPI-12-1332,Prospective cohort study,1,0,0,0,0,0,4
681,Plasma 25-hydroxyvitamin D and risk of non-melanoma and melanoma skin cancer: a prospective cohort study,Afzal,"Afzal, S.; Nordestgaard, B. G.; Bojesen, S. E.",2013,J Invest Dermatol,133,3,629-636,23190899,10.1038/jid.2012.395,Prospective cohort study,1,0,0,0,0,0,1
683,Vitamin D status and the risk of lung cancer: a cohort study in Finland,Kilkkinen,"Kilkkinen, A.; Knekt, P.; Heliovaara, M.; Rissanen, H.; Marniemi, J.; Hakulinen, T.; Aromaa, A.",2008,Cancer Epidemiol Biomarkers Prev,17,11,3274-3278,18990771,10.1158/1055-9965.EPI-08-0199,Prospective cohort study,1,0,0,0,0,0,1
684,Plasma 25-hydroxy vitamin D and subsequent prostate cancer risk in a nested Case-Control study in Japan: The JPHC study,Sawada,"Sawada, N.; Inoue, M.; Iwasaki, M.; Yamaji, T.; Shimazu, T.; Sasazuki, S.; Tsugane, S.",2017,Eur J Clin Nutr,71,1,132-136,27759068,10.1038/ejcn.2016.184,Nested case-control study,1,0,0,0,0,0,1
685,"Serum 25-hydroxyvitamin D, vitamin D binding protein, and prostate cancer risk in black men",Layne,"Layne, T. M.; Weinstein, S. J.; Graubard, B. I.; Ma, X.; Mayne, S. T.; Albanes, D.",2017,Cancer,123,14,2698-2704,28369777,10.1002/cncr.30634,Nested case-control study,1,0,0,0,0,0,1
686,Total and Free Circulating Vitamin D and Vitamin D-Binding Protein in Relation to Colorectal Cancer Risk in a Prospective Study of African Americans,Andersen,"Andersen, S. W.; Shu, X. O.; Cai, Q.; Khankari, N. K.; Steinwandel, M. D.; Jurutka, P. W.; Blot, W. J.; Zheng, W.",2017,Cancer Epidemiol Biomarkers Prev,26,8,1242-1247,28483970,10.1158/1055-9965.EPI-17-0133,Nested case-control study,1,0,0,0,0,0,1
687,"Plasma 25-Hydroxyvitamin D, Vitamin D Binding Protein, and Risk of Colorectal Cancer in the Nurses' Health Study",Song,"Song, M.; Konijeti, G. G.; Yuan, C.; Ananthakrishnan, A. N.; Ogino, S.; Fuchs, C. S.; Giovannucci, E. L.; Ng, K.; Chan, A. T.",2016,Cancer Prev Res (Phila),9,8,664-672,27246684,10.1158/1940-6207.CAPR-16-0053,Nested case-control study,1,0,0,0,0,0,1
688,Serum vitamin D (25OHD3) levels and the risk of different subtypes of breast cancer: A nested case-control study,Shirazi,"Shirazi, L.; Almquist, M.; Borgquist, S.; Malm, J.; Manjer, J.",2016,Breast,28,,184-190,27326980,10.1016/j.breast.2016.06.002,Nested case-control study,1,0,0,0,0,0,1
689,Circulating vitamin D in relation to cancer incidence and survival of the head and neck and oesophagus in the EPIC cohort,Fanidi,"Fanidi, A.; Muller, D. C.; Midttun, O.; Ueland, P. M.; Vollset, S. E.; Relton, C.; Vineis, P.; Weiderpass, E.; Skeie, G.; Brustad, M.; Palli, D.; Tumino, R.; Grioni, S.; Sacerdote, C.; Bueno-de-Mesquita, H. B.; Peeters, P. H.; Boutron-Ruault, M. C.; Kvaskoff, M.; Cadeau, C.; Huerta, J. M.; Sanchez, M. J.; Agudo, A.; Lasheras, C.; Quiros, J. R.; Chamosa, S.; Riboli, E.; Travis, R. C.; Ward, H.; Murphy, N.; Khaw, K. T.; Trichopoulou, A.; Lagiou, P.; Papatesta, E. M.; Boeing, H.; Kuehn, T.; Katzke, V.; Steffen, A.; Johansson, A.; Brennan, P.; Johansson, M.",2016,Sci Rep,6,,36017,27812016,10.1038/srep36017,Nested case-control study,1,0,0,0,0,0,2
690,Plasma 25-Hydroxyvitamin D and Risk of Breast Cancer in Women Followed over 20 Years,Eliassen,"Eliassen, A. H.; Warner, E. T.; Rosner, B.; Collins, L. C.; Beck, A. H.; Quintana, L. M.; Tamimi, R. M.; Hankinson, S. E.",2016,Cancer Res,76,18,5423-5430,27530324,10.1158/0008-5472.CAN-16-0353,Nested case-control study,1,0,0,0,0,0,1
691,A prospective study of plasma 25-hydroxyvitamin D concentration and prostate cancer risk,Deschasaux,"Deschasaux, M.; Souberbielle, J. C.; Latino-Martel, P.; Sutton, A.; Charnaux, N.; Druesne-Pecollo, N.; Galan, P.; Hercberg, S.; Le Clerc, S.; Kesse-Guyot, E.; Ezzedine, K.; Touvier, M.",2016,Br J Nutr,115,2,305-314,26568368,10.1017/S0007114515004353,Nested case-control study,1,0,0,0,0,0,1
692,"Serum 25-hydroxyvitamin D, vitamin D binding protein and risk of colorectal cancer in the Prostate, Lung, Colorectal and Ovarian Cancer Screening Trial",Weinstein,"Weinstein, S. J.; Purdue, M. P.; Smith-Warner, S. A.; Mondul, A. M.; Black, A.; Ahn, J.; Huang, W. Y.; Horst, R. L.; Kopp, W.; Rager, H.; Ziegler, R. G.; Albanes, D.",2015,Int J Cancer,136,6,E654-E664,25156182,10.1002/ijc.29157,Nested case-control study,1,0,0,0,0,0,1
693,Vitamin D-binding protein and pancreatic cancer: a nested case-control study,Piper,"Piper, M. R.; Freedman, D. M.; Robien, K.; Kopp, W.; Rager, H.; Horst, R. L.; Stolzenberg-Solomon, R. Z.",2015,Am J Clin Nutr,101,6,1206-1215,25904602,10.3945/ajcn.114.096016,Nested case-control study,1,0,0,0,0,0,1
694,Circulating Vitamin D Levels and Risk of Colorectal Cancer in Women,Chandler,"Chandler, P. D.; Buring, J. E.; Manson, J. E.; Giovannucci, E. L.; Moorthy, M. V.; Zhang, S.; Lee, I. M.; Lin, J. H.",2015,Cancer Prev Res (Phila),8,8,675-682,25813525,10.1158/1940-6207.CAPR-14-0470,Nested case-control study,1,0,0,0,0,0,1
695,"Plasma free 25-hydroxyvitamin D, vitamin D binding protein, and risk of breast cancer in the Nurses' Health Study II",Wang,"Wang, J.; Eliassen, A. H.; Spiegelman, D.; Willett, W. C.; Hankinson, S. E.",2014,Cancer Causes Control,25,7,819-827,24748579,10.1007/s10552-014-0383-5,Nested case-control study,1,0,0,0,0,0,1
696,Serum 25-hydroxyvitamin D concentrations and risk of prostate cancer: results from the Prostate Cancer Prevention Trial,Schenk,"Schenk, J. M.; Till, C. A.; Tangen, C. M.; Goodman, P. J.; Song, X.; Torkko, K. C.; Kristal, A. R.; Peters, U.; Neuhouser, M. L.",2014,Cancer Epidemiol Biomarkers Prev,23,8,1484-1493,25085836,10.1158/1055-9965.EPI-13-1340,Nested case-control study,1,0,0,0,0,0,1
