ID,Excretion ID,Subject group,Population,Country,Cohort,No. of subjects,No. of cases,No. of controls,Biospecimen,Analytical method,Biomarker,Biomarker detail,Cancer,Study design,Publication
998,21978,All,Prostate cancer cases and their controls,Sweden,MDCS (Malmö Diet and Cancer Study),1886,943,943,"Serum, non-fasting",HPLC,25-Hydroxycholecalciferol,"",Prostate cancer,Nested case-control study,Brandstedt 2016
999,21979,All,Glioblastoma cases and their controls,Norway,Janus Serum Bank,220,110,110,"Serum, non-fasting",GC-MS,gamma-Tocopherol,"",Brain cancer,Nested case-control study,Bjorkblom 2016
1000,21980,All,Glioblastoma cases and their controls,Norway,Janus Serum Bank,220,110,110,"Serum, non-fasting",GC-MS,alpha-Tocopherol,"",Brain cancer,Nested case-control study,Bjorkblom 2016
1001,21981,All,Glioma cases and their controls,Norway,Janus Serum Bank,1704,592,1112,"Serum, non-fasting",LC-ID-MS/MS,25-Hydroxycholecalciferol,"",Brain cancer,Nested case-control study,Zigmont 2015
1003,21983,All,Urothelial cancer cases and their controls,Japan,JACC Study (Japan Collaborative Cohort Study),166,42,124,"Serum, fasting and non-fasting",HPLC,Retinol,"",Bladder cancer,Nested case-control study,Ozasa 2005
1004,21984,All,Urothelial cancer cases and their controls,Japan,JACC Study (Japan Collaborative Cohort Study),166,42,124,"Serum, fasting and non-fasting",HPLC,alpha-Tocopherol,"",Bladder cancer,Nested case-control study,Ozasa 2005
1005,21985,All,Urothelial cancer cases and their controls,Japan,JACC Study (Japan Collaborative Cohort Study),166,42,124,"Serum, fasting and non-fasting",HPLC,beta/gamma-Tocopherol,"",Bladder cancer,Nested case-control study,Ozasa 2005
1006,21993,All,Urothelial cancer cases and their controls,Japan,JACC Study (Japan Collaborative Cohort Study),166,42,124,"Serum, fasting and non-fasting",HPLC,Lutein/Zeaxanthin,"",Bladder cancer,Nested case-control study,Ozasa 2005
1007,21992,All,Urothelial cancer cases and their controls,Japan,JACC Study (Japan Collaborative Cohort Study),166,42,124,"Serum, fasting and non-fasting",HPLC,Canthaxanthin,"",Bladder cancer,Nested case-control study,Ozasa 2005
1008,21991,All,Urothelial cancer cases and their controls,Japan,JACC Study (Japan Collaborative Cohort Study),166,42,124,"Serum, fasting and non-fasting",HPLC,beta-Cryptoxanthin,"",Bladder cancer,Nested case-control study,Ozasa 2005
1009,21988,All,Urothelial cancer cases and their controls,Japan,JACC Study (Japan Collaborative Cohort Study),166,42,124,"Serum, fasting and non-fasting",HPLC,alpha-Carotene,"",Bladder cancer,Nested case-control study,Ozasa 2005
1010,21989,All,Urothelial cancer cases and their controls,Japan,JACC Study (Japan Collaborative Cohort Study),166,42,124,"Serum, fasting and non-fasting",HPLC,beta-Carotene,"",Bladder cancer,Nested case-control study,Ozasa 2005
1011,21990,All,Urothelial cancer cases and their controls,Japan,JACC Study (Japan Collaborative Cohort Study),166,42,124,"Serum, fasting and non-fasting",HPLC,Lycopene,"",Bladder cancer,Nested case-control study,Ozasa 2005
1012,21986,All,Urothelial cancer cases and their controls,Japan,JACC Study (Japan Collaborative Cohort Study),166,42,124,"Serum, fasting and non-fasting",HPLC,Carotenes,alpha-Carotene + Lycopene + beta-Carotene,Bladder cancer,Nested case-control study,Ozasa 2005
1013,21987,All,Urothelial cancer cases and their controls,Japan,JACC Study (Japan Collaborative Cohort Study),166,42,124,"Serum, fasting and non-fasting",HPLC,Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Lycopene + beta-Carotene + Canthaxanthin + Lutein/Zeaxanthin,Bladder cancer,Nested case-control study,Ozasa 2005
1014,21996,All,Bladder cancer cases and their controls,United States,HHP (Honolulu Heart Program),219,109,110,"Serum, non-fasting",HPLC,Lutein/Zeaxanthin,"",Bladder cancer,Nested case-control study,Nomura 2003
1015,21997,All,Bladder cancer cases and their controls,United States,HHP (Honolulu Heart Program),219,109,110,"Serum, non-fasting",HPLC,alpha-Cryptoxanthin,"",Bladder cancer,Nested case-control study,Nomura 2003
1016,21998,All,Bladder cancer cases and their controls,United States,HHP (Honolulu Heart Program),219,109,110,"Serum, non-fasting",HPLC,beta-Cryptoxanthin,"",Bladder cancer,Nested case-control study,Nomura 2003
1017,21999,All,Bladder cancer cases and their controls,United States,HHP (Honolulu Heart Program),219,109,110,"Serum, non-fasting",HPLC,Lycopene,"",Bladder cancer,Nested case-control study,Nomura 2003
1018,22000,All,Bladder cancer cases and their controls,United States,HHP (Honolulu Heart Program),219,109,110,"Serum, non-fasting",HPLC,alpha-Carotene,"",Bladder cancer,Nested case-control study,Nomura 2003
1019,22001,All,Bladder cancer cases and their controls,United States,HHP (Honolulu Heart Program),219,109,110,"Serum, non-fasting",HPLC,beta-Carotene,"",Bladder cancer,Nested case-control study,Nomura 2003
1020,21995,All,Bladder cancer cases and their controls,United States,HHP (Honolulu Heart Program),219,109,110,"Serum, non-fasting",HPLC,Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Lycopene + beta-Carotene + Lutein/Zeaxanthin + delta-Tocopherol + alpha-Cryptoxanthin,Bladder cancer,Nested case-control study,Nomura 2003
1021,22002,All,Bladder cancer cases and their controls,United States,HHP (Honolulu Heart Program),219,109,110,"Serum, non-fasting",HPLC,Retinol,"",Bladder cancer,Nested case-control study,Nomura 2003
1022,22004,All,Bladder cancer cases and their controls,United States,HHP (Honolulu Heart Program),219,109,110,"Serum, non-fasting",HPLC,alpha-Tocopherol,"",Bladder cancer,Nested case-control study,Nomura 2003
1023,22005,All,Bladder cancer cases and their controls,United States,HHP (Honolulu Heart Program),219,109,110,"Serum, non-fasting",HPLC,beta-Tocopherol,"",Bladder cancer,Nested case-control study,Nomura 2003
1024,22006,All,Bladder cancer cases and their controls,United States,HHP (Honolulu Heart Program),219,109,110,"Serum, non-fasting",HPLC,gamma-Tocopherol,"",Bladder cancer,Nested case-control study,Nomura 2003
1025,22007,All,Bladder cancer cases and their controls,United States,HHP (Honolulu Heart Program),219,109,110,"Serum, non-fasting",HPLC,delta-Tocopherol,"",Bladder cancer,Nested case-control study,Nomura 2003
1026,22003,All,Bladder cancer cases and their controls,United States,HHP (Honolulu Heart Program),219,109,110,"Serum, non-fasting",HPLC,Tocopherols,alpha-Tocopherol + gamma-Tocopherol + beta-Tocopherol,Bladder cancer,Nested case-control study,Nomura 2003
1027,22008,All,Colorectal cancer cases and their controls,United States,Combined cohorts,1556,289,1267,"Serum, fasting and non-fasting",HPLC,alpha-Tocopherol,"",Colon and rectal cancer,Nested case-control study,Longnecker 1992
1028,22009,All,Colorectal cancer cases and their controls,Finland,"ATBC (Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study)",1288,644,644,"Serum, fasting",LC-ID-MS/MS,Trimethylamine N-oxide,"",Colon and rectal cancer,Nested case-control study,Guertin 2017
1029,22010,All,Colorectal cancer cases and their controls,United States,WHI (Women's Health Initiative),1670,835,835,"Plasma, fasting",LC-MS/MS,Trimethylamine N-oxide,"",Colon and rectal cancer,Nested case-control study,Bae 2014
1030,22011,All,Liver cancer cases and their controls,Finland,"ATBC (Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study)",198,95,103,"Serum, fasting",HPLC,Homocysteine,"",Liver cancer,Nested case-control study,Schwartz 2013
1032,22013,All,Colorectal cancer cases and their controls,United States,MEC (Multiethnic Cohort Study),635,224,411,"Plasma, fasting",LC-MS/MS,Methylmalonic acid (MMA),"",Colon and rectal cancer,Nested case-control study,Le Marchand 2009
1033,22014,All,Prostate cancer cases and their controls,Sweden,VIP (Vasterbotten Intervention Project),1595,561,1034,"Plasma, unspecified",GC-ID-MS,Methylmalonic acid (MMA),"",Prostate cancer,Nested case-control study,Johansson 2009
1034,22015,All,Gastric cancer cases and their controls,Norway,EPIC (European Prospective Investigation into Cancer and Nutrition),878,247,631,"Plasma, fasting and non-fasting",GC-MS,Methylmalonic acid (MMA),"",Gastric and oesophageal cancer,Nested case-control study,Vollset 2007
1035,22016,All,Gastric cancer cases,United States,HHP (Honolulu Heart Program),7972,250,7722,"Serum, non-fasting",HPLC,beta-Carotene,"",Gastric and oesophageal cancer,Case-cohort study,Nomura 1995
1036,22017,All,Gastric cancer cases,United States,HHP (Honolulu Heart Program),7972,250,7722,"Serum, non-fasting",HPLC,Retinol,"",Gastric and oesophageal cancer,Case-cohort study,Nomura 1995
1037,22018,All,Gastric cancer cases,United States,HHP (Honolulu Heart Program),7972,250,7722,"Serum, non-fasting",HPLC,alpha-Tocopherol,"",Gastric and oesophageal cancer,Case-cohort study,Nomura 1995
1038,22020,All,Prostate cancer cases and their controls,United States,Combined cohorts,2840,370,2470,"Plasma, fasting and non-fasting",HPLC,alpha-Carotene,"",Prostate cancer,Nested case-control study,Graff 2017
1039,22025,All,Prostate cancer cases and their controls,United States,Combined cohorts,2840,370,2470,"Plasma, fasting and non-fasting",HPLC,alpha-Tocopherol,"",Prostate cancer,Nested case-control study,Graff 2017
1040,22019,All,Prostate cancer cases and their controls,United States,Combined cohorts,2840,370,2470,"Plasma, fasting and non-fasting",HPLC,beta-Carotene,"",Prostate cancer,Nested case-control study,Graff 2017
1041,22021,All,Prostate cancer cases and their controls,United States,Combined cohorts,2840,370,2470,"Plasma, fasting and non-fasting",HPLC,beta-Cryptoxanthin,"",Prostate cancer,Nested case-control study,Graff 2017
1043,22026,All,Prostate cancer cases and their controls,United States,Combined cohorts,2840,370,2470,"Plasma, fasting and non-fasting",HPLC,gamma-Tocopherol,"",Prostate cancer,Nested case-control study,Graff 2017
1044,22023,All,Prostate cancer cases and their controls,United States,Combined cohorts,2840,370,2470,"Plasma, fasting and non-fasting",HPLC,Lutein,"",Prostate cancer,Nested case-control study,Graff 2017
1045,22022,All,Prostate cancer cases and their controls,United States,Combined cohorts,2840,370,2470,"Plasma, fasting and non-fasting",HPLC,Lycopene,"",Prostate cancer,Nested case-control study,Graff 2017
1046,22028,All,Breast cancer cases,Canada,Multicenter BRCA1 BRCA2 mutation cohort study,164,20,,"Plasma, non-fasting",Microbioassay (Lactobacillus casei),Folates,"",Breast cancer,Prospective cohort study,Kim 2016
1047,22029,All,Breast cancer cases,Canada,Multicenter BRCA1 BRCA2 mutation cohort study,164,20,,"Plasma, non-fasting",Colorimetry,Pyridoxal 5'-phosphate,"",Breast cancer,Prospective cohort study,Kim 2016
1048,22030,All,Breast cancer cases,Canada,Multicenter BRCA1 BRCA2 mutation cohort study,164,20,,"Plasma, non-fasting",Chemiluminescence immunoassay (CLIA),Vitamin B12,"",Breast cancer,Prospective cohort study,Kim 2016
1049,21820,All,Colorectal cancer cases and their controls,United States,NHS (Nurses' Health Study) with HPFS (Health Professionals Follow-Up Study),1491,499,992,"Plasma, fasting and non-fasting",Radioimmunoassay (RIA),25-Hydroxycholecalciferol,"",Colon and rectal cancer,Nested case-control study,Wu 2011
1050,22031,All,Colon and rectal cancer cases and their controls,United States,CLUE,317,106,211,"Serum, fasting and non-fasting",HPLC,beta-Carotene,"",Colon and rectal cancer,Nested case-control study,Comstock 1991
1051,22032,All,Lung cancer cases and their controls,United States,CLUE,295,99,196,"Serum, fasting and non-fasting",HPLC,beta-Carotene,"",Lung cancer,Nested case-control study,Comstock 1991
1052,22033,All,Prostate cancer cases and their controls,United States,CLUE,206,103,103,"Serum, fasting and non-fasting",HPLC,beta-Carotene,"",Prostate cancer,Nested case-control study,Comstock 1991
1053,22034,All,Melanoma and basal cell skin cancer cases and their controls,United States,CLUE,123,41,82,"Serum, fasting and non-fasting",HPLC,beta-Carotene,"",Skin cancer,Nested case-control study,Comstock 1991
1054,22035,All,Colon and rectal cancer cases and their controls,United States,CLUE,317,106,211,"Serum, fasting and non-fasting",HPLC,alpha-Tocopherol,"",Colon and rectal cancer,Nested case-control study,Comstock 1991
1055,22036,All,Lung cancer cases and their controls,United States,CLUE,295,99,196,"Serum, fasting and non-fasting",HPLC,alpha-Tocopherol,"",Lung cancer,Nested case-control study,Comstock 1991
1056,22037,All,Prostate cancer cases and their controls,United States,CLUE,206,103,103,"Serum, fasting and non-fasting",HPLC,alpha-Tocopherol,"",Prostate cancer,Nested case-control study,Comstock 1991
1057,22038,All,Melanoma and basal cell skin cancer cases and their controls,United States,CLUE,123,41,82,"Serum, fasting and non-fasting",HPLC,alpha-Tocopherol,"",Skin cancer,Nested case-control study,Comstock 1991
1058,22039,All,Prostate cancer cases and their controls,Sweden,MDCS (Malmö Diet and Cancer Study),2827,1010,1817,"Plasma, non-fasting",Time-resolved fluoroimmunoassay (TR-FIA),Enterolactone,"",Prostate cancer,Nested case-control study,Wallstrom 2018
1059,22040,All,Colorectal cancer cases and their controls,"Korea, Republic of",KMCC (Korean Multi-center Cancer Cohort),510,102,408,"Plasma, unspecified",LC-ID-MS/MS,Isoflavones,Genistein + Daidzein,Colon and rectal cancer,Nested case-control study,Ko 2018
1060,22041,All,Colorectal cancer cases and their controls,"Korea, Republic of",KMCC (Korean Multi-center Cancer Cohort),510,102,408,"Plasma, unspecified",LC-ID-MS/MS,Daidzein,"",Colon and rectal cancer,Nested case-control study,Ko 2018
1061,22042,All,Colorectal cancer cases and their controls,"Korea, Republic of",KMCC (Korean Multi-center Cancer Cohort),510,102,408,"Plasma, unspecified",LC-ID-MS/MS,Enterolactone,"",Colon and rectal cancer,Nested case-control study,Ko 2018
1062,22043,All,Colorectal cancer cases and their controls,"Korea, Republic of",KMCC (Korean Multi-center Cancer Cohort),510,102,408,"Plasma, unspecified",LC-ID-MS/MS,Genistein,"",Colon and rectal cancer,Nested case-control study,Ko 2018
1063,22044,All,Brain cancer cases and their controls,Finland,"ATBC (Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study)",128,64,64,"Serum, fasting",LC-MS/MS,Trigonelline,"",Brain cancer,Nested case-control study,Huang 2017
1064,22045,All,Brain cancer cases and their controls,Finland,"ATBC (Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study)",128,64,64,"Serum, fasting",LC-MS/MS,alpha-Tocopherol,"",Brain cancer,Nested case-control study,Huang 2017
1065,22046,All,Brain cancer cases and their controls,Finland,"ATBC (Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study)",128,64,64,"Serum, fasting",LC-MS/MS,1-Methyluric acid,"",Brain cancer,Nested case-control study,Huang 2017
1066,22047,All,Brain cancer cases and their controls,Finland,"ATBC (Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study)",128,64,64,"Serum, fasting",LC-MS/MS,1-Methylxanthine,"",Brain cancer,Nested case-control study,Huang 2017
1067,22048,All,Brain cancer cases and their controls,Finland,"ATBC (Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study)",128,64,64,"Serum, fasting",LC-MS/MS,Paraxanthine,"",Brain cancer,Nested case-control study,Huang 2017
1068,22049,All,Brain cancer cases and their controls,Finland,"ATBC (Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study)",128,64,64,"Serum, fasting",LC-MS/MS,Theobromine,"",Brain cancer,Nested case-control study,Huang 2017
1069,22050,All,Brain cancer cases and their controls,Finland,"ATBC (Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study)",128,64,64,"Serum, fasting",LC-MS/MS,Theophylline,"",Brain cancer,Nested case-control study,Huang 2017
1070,22051,All,Brain cancer cases and their controls,Finland,"ATBC (Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study)",128,64,64,"Serum, fasting",LC-MS/MS,7-Methylxanthine,"",Brain cancer,Nested case-control study,Huang 2017
1071,22052,All,Brain cancer cases and their controls,Finland,"ATBC (Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study)",128,64,64,"Serum, fasting",LC-MS/MS,AAMU,"",Brain cancer,Nested case-control study,Huang 2017
1072,22053,All,Prostate cancer cases and their controls,Finland,Combined cohorts,1538,483,1055,"Serum, non-fasting",Time-resolved fluoroimmunoassay (TR-FIA),Enterolactone,"",Prostate cancer,Nested case-control study,Lumme 2016
1073,22054,All,Prostate cancer cases and their controls,Finland,Combined cohorts,1538,483,1055,"Serum, non-fasting",Radioimmunoassay (RIA),25-Hydroxycholecalciferol,"",Prostate cancer,Nested case-control study,Lumme 2016
