"accession","InChIKey","Name","PrecursorMZ","Ion_mode"
"MSBNK-Nihon_Univ-NU000279","RUDATBOHQWOJDD-IMRDPUKRSA-N","3beta,7beta-Dihydroxy-5alpha-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000108","SMEROWZSTRWXGI-WFVDQZAMSA-N","3beta-Hydroxy-5beta-cholan-24-oic acid","375.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000255","OBUOWZOYJNAMCZ-SFDBLMKMSA-N","12alpha-Hydroxy-5alpha-cholan-24-oic acid","375.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000648","JSIQROACCRQDKK-GUDITCNYSA-N","3a,7a,17a-(OH)3-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000671","AWINBLVINXVKTE-FSILYXOFSA-N","3,6-Dioxo-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000339","BHQCQFFYRZLCQQ-JWQTVRMOSA-N","3alpha,7beta,12beta-Trihydroxy-5alpha-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000116","JVMCMMXFADJQKU-KEUPPCRPSA-N","7beta-Hydroxy-5beta-cholan-24-oic acid","375.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000656","WIYCLWGXUJWTBW-UPVUKQMHSA-N","6-Oxo-5b-cholan-24-oic Acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000784","AWDRATDZQPNJFN-VAYUFCLWSA-N","Tauro 3a,12a-(OH)2-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000794","AXDXVEYHEODSPN-HVATVPOCSA-N","3a-Sulfooxy-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000399","IMMADCCLTPCOKH-HNWZYOJHSA-N","2b,3a,7a,12a-Tetrahydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000837","ZXUWKFXQTSOVDY-FRVQLJSFSA-N","N-[(3a,5b,7a,12a)-7,12-Dihydroxy-24-oxo-3-(sulfooxy)cholan-24-yl]glycine",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000770","QBYUNVOYXHFVKC-GBURMNQMSA-N","Tauro 3a-OH-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000206","BHQCQFFYRZLCQQ-BJOVICNYSA-N","3alpha,7beta,12beta-Trihydroxy-5beta-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000138","RUDATBOHQWOJDD-UZVSRGJWSA-N","3alpha,7beta-Dihydroxy-5beta-cholan-24-oic acid","391.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000220","BHQCQFFYRZLCQQ-NSYKHXCCSA-N","3beta,7beta,12alpha-Trihydroxy-5beta-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000284","KXGVEGMKQFWNSR-WFTUMUMQSA-N","3alpha,12alpha-Dihydroxy-5alpha-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000628","KAOKDEFHEADBNL-XCCGACRLSA-N","3a,7a,15b-(OH)3-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000686","WHQYZHCEDYYAAN-CFXISUNGSA-N","7,12-Dioxo-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000693","OHXPGWPVLFPUSM-KLRNGDHRSA-N","3,7,12-Trioxo-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000229","BHQCQFFYRZLCQQ-SHFFZNEJSA-N","3beta,7beta,12beta-Trihydroxy-5beta-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000132","RUDATBOHQWOJDD-BSWAIDMHSA-N","3alpha,7alpha-Dihydroxy-5beta-cholan-24-oic acid","391.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000479","DGABKXLVXPYZII-UNSLZIRMSA-N","3b,6b-Dihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000178","ZHCAAZIHTDCFJX-CIKBIKKZSA-N","7alpha,12beta-Dihydroxy-5beta-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000147","RUDATBOHQWOJDD-DNMBCGTGSA-N","3beta,7beta-Dihydroxy-5beta-cholan-24-oic acid","391.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000174","ZHCAAZIHTDCFJX-QLEQUTGBSA-N","7alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000254","OBUOWZOYJNAMCZ-SFDBLMKMSA-N","12alpha-Hydroxy-5alpha-cholan-24-oic acid","375.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000183","ZHCAAZIHTDCFJX-BJMHMCHXSA-N","7beta,12alpha-Dihydroxy-5beta-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000405","LKUNZSUKADSCME-MZWKDJGJSA-N","3a,4b-Dihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000188","ZHCAAZIHTDCFJX-RTHCORENSA-N","7beta,12beta-Dihydroxy-5beta-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000660","WIYCLWGXUJWTBW-UPVUKQMHSA-N","6-Oxo-5b-cholan-24-oic Acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000140","RUDATBOHQWOJDD-UZVSRGJWSA-N","3alpha,7beta-Dihydroxy-5beta-cholan-24-oic acid","391.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000599","DKPMWHFRUGMUKF-HPGNVJJPSA-N","3a,6b,7b-Trihydroxy-5a-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000818","FHXBAFXQVZOILS-OETIFKLTSA-N","Glyco 3a-sulfate-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000484","DKPMWHFRUGMUKF-KWXDGCAGSA-N","3a,6a,7a-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000238","SMEROWZSTRWXGI-XBESLWPFSA-N","3beta-Hydroxy-5alpha-cholan-24-oic acid","375.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000213","BHQCQFFYRZLCQQ-UXWVVXDJSA-N","3beta,7alpha,12alpha-Trihydroxy-5beta-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000210","BHQCQFFYRZLCQQ-BJOVICNYSA-N","3alpha,7beta,12beta-Trihydroxy-5beta-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000477","DGABKXLVXPYZII-UNSLZIRMSA-N","3b,6b-Dihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000753","GHCZAUBVMUEKKP-XROMFQGDSA-N","N-[(3alpha,5beta,7beta)-3,7-Dihydroxy-24-oxocholan-24-yl]glycine",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000666","RVGVSOKFBAOUCH-LDTZHDHYSA-N","12-Oxo-5b-cholan-24-ic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000273","RUDATBOHQWOJDD-ZOMDUIRWSA-N","3beta,7alpha-Dihydroxy-5alpha-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000344","BHQCQFFYRZLCQQ-OJGXVJBCSA-N","3beta,7alpha,12alpha-Trihydroxy-5alpha-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000451","AOZMFMMOEOBOTA-ZXJFLWJTSA-N","6a-Hydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000491","DKPMWHFRUGMUKF-GDYCBZMLSA-N","3a,6b,7a-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000841","HSNPMXROZIQAQD-GBURMNQMSA-N","3alpha-Sulfatolithocholyltaurine",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000737","OHXPGWPVLFPUSM-NHJLYVEHSA-N","3,7,12-Trioxo-5a-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000682","XNTYYYINMGRBQW-ZEZONBOOSA-N","3,12-Dioxo-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000327","BHQCQFFYRZLCQQ-PWNRUWOFSA-N","3alpha,7beta,12alpha-Trihydroxy-5alpha-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000119","JVMCMMXFADJQKU-KEUPPCRPSA-N","7beta-Hydroxy-5beta-cholan-24-oic acid","375.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000765","RFDAIACWWDREDC-FRVQLJSFSA-N","N-[(3alpha,5beta,7alpha,12alpha)-3,7,12-Trihydroxy-24-oxocholan-24-yl]glycine",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000243","JVMCMMXFADJQKU-HELGRDCBSA-N","7alpha-Hydroxy-5alpha-cholan-24-oic acid","375.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000596","DKPMWHFRUGMUKF-HPGNVJJPSA-N","3a,6b,7b-Trihydroxy-5a-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000473","DGABKXLVXPYZII-MMTMODRTSA-N","3b,6a-Dihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000630","KAOKDEFHEADBNL-XCCGACRLSA-N","3a,7a,15b-(OH)3-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000567","DGABKXLVXPYZII-COEWOFGRSA-N","3a,6b-Dihydroxy-5a-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000359","BHQCQFFYRZLCQQ-ODBXGGFUSA-N","3beta,7beta,12beta-Trihydroxy-5alpha-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000110","SMEROWZSTRWXGI-WFVDQZAMSA-N","3beta-Hydroxy-5beta-cholan-24-oic acid","375.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000822","DKXXSIJHWWVNMO-GYPHWSFCSA-N","Glyco 3a-sulfate-7a-OH-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000497","DKPMWHFRUGMUKF-CRKPLTDNSA-N","3a,6b,7b-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000782","AWDRATDZQPNJFN-VAYUFCLWSA-N","Tauro 3a,12a-(OH)2-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000817","FHXBAFXQVZOILS-OETIFKLTSA-N","Glyco 3a-sulfate-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000331","BHQCQFFYRZLCQQ-OFYMMLAUSA-N","3alpha,7alpha,12beta-Trihydroxy-5alpha-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000618","OGSDYCPNYNWUNN-QGGGRKECSA-N","3a,7b,14a-(OH)3-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000218","BHQCQFFYRZLCQQ-NSYKHXCCSA-N","3beta,7beta,12alpha-Trihydroxy-5beta-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000800","WHMOBEGYTDWMIG-BSWAIDMHSA-N","3a-Sulfooxy-7a-OH-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000439","FRYVQXCDSBCDAU-UPASIMOQSA-N","3b,4a,12a-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000669","RVGVSOKFBAOUCH-LDTZHDHYSA-N","12-Oxo-5b-cholan-24-ic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000265","RUDATBOHQWOJDD-IKAPKQLESA-N","3alpha,7alpha-Dihydroxy-5alpha-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000714","RVGVSOKFBAOUCH-XNOSPDIJSA-N","12-Oxo-5a-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000752","GHCZAUBVMUEKKP-XROMFQGDSA-N","N-[(3alpha,5beta,7beta)-3,7-Dihydroxy-24-oxocholan-24-yl]glycine",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000835","QJZCNFGUZPMYAX-BUXLTGKBSA-N","N-[(3a,5b,12a)-12-Hydroxy-24-oxo-3-(sulfooxy)cholan-24-yl]glycine",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000312","ZHCAAZIHTDCFJX-NGPAMCMXSA-N","7beta,12alpha-Dihydroxy-5alpha-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000838","ZXUWKFXQTSOVDY-FRVQLJSFSA-N","N-[(3a,5b,7a,12a)-7,12-Dihydroxy-24-oxo-3-(sulfooxy)cholan-24-yl]glycine",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000687","WHQYZHCEDYYAAN-CFXISUNGSA-N","7,12-Dioxo-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000175","ZHCAAZIHTDCFJX-QLEQUTGBSA-N","7alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000563","AOZMFMMOEOBOTA-JHFIDHCDSA-N","6a-Hydroxy-5a-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000785","AWDRATDZQPNJFN-VAYUFCLWSA-N","Tauro 3a,12a-(OH)2-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000525","GCAHOAMXTYBLNZ-XUPDPMAXSA-N","3a,6a,12a-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000127","OBUOWZOYJNAMCZ-ORVKXXEISA-N","12beta-Hydroxy-5beta-cholan-24-oic acid","375.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000478","DGABKXLVXPYZII-UNSLZIRMSA-N","3b,6b-Dihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000546","COCMFMBNEAMQMA-VGKGADPCSA-N","3a,6b,7a,12a-Tetrahydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000776","BHTRKEVKTKCXOH-LBSADWJPSA-N","2-{[(3alpha,5beta,7beta)-3,7-Dihydroxy-24-oxocholan-24-yl]amino}ethanesulfonic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000701","WIYCLWGXUJWTBW-CTICWCIZSA-N","6-Oxo-5a-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000743","XBSQTYHEGZTYJE-OETIFKLTSA-N","N-(3a-Hydroxy-5b-cholan-24-oyl)-glycine",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000362","BASPEALOGWANGT-ZGCQFCDISA-N","1b,3a-Dihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000282","KXGVEGMKQFWNSR-WFTUMUMQSA-N","3alpha,12alpha-Dihydroxy-5alpha-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000268","RUDATBOHQWOJDD-SHOXBNBYSA-N","3alpha,7beta-Dihydroxy-5alpha-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000159","KXGVEGMKQFWNSR-MFSKYVBHSA-N","3alpha,12beta-Dihydroxy-5beta-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000328","BHQCQFFYRZLCQQ-PWNRUWOFSA-N","3alpha,7beta,12alpha-Trihydroxy-5alpha-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000705","WIYCLWGXUJWTBW-CTICWCIZSA-N","6-Oxo-5a-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000216","BHQCQFFYRZLCQQ-NSYKHXCCSA-N","3beta,7beta,12alpha-Trihydroxy-5beta-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000113","JVMCMMXFADJQKU-MMSVWBHPSA-N","7alpha-Hydroxy-5beta-cholan-24-oic acid","375.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000726","XNTYYYINMGRBQW-ZSZPYHQRSA-N","3,12-Dioxo-5a-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000197","BHQCQFFYRZLCQQ-UTLSPDKDSA-N","3alpha,7beta,12alpha-Trihydroxy-5beta-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000796","WHMOBEGYTDWMIG-BSWAIDMHSA-N","3a-Sulfooxy-7a-OH-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000167","KXGVEGMKQFWNSR-BYGCHKRWSA-N","3beta,12beta-Dihydroxy-5beta-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000562","AOZMFMMOEOBOTA-JHFIDHCDSA-N","6a-Hydroxy-5a-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000271","RUDATBOHQWOJDD-ZOMDUIRWSA-N","3beta,7alpha-Dihydroxy-5alpha-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000325","BHQCQFFYRZLCQQ-PGHAKIONSA-N","3alpha,7alpha,12alpha-Trihydroxy-5alpha-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000179","ZHCAAZIHTDCFJX-CIKBIKKZSA-N","7alpha,12beta-Dihydroxy-5beta-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000524","GCAHOAMXTYBLNZ-XUPDPMAXSA-N","3a,6a,12a-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000106","SMEROWZSTRWXGI-WFVDQZAMSA-N","3beta-Hydroxy-5beta-cholan-24-oic acid","375.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000415","LKUNZSUKADSCME-IJJHXVMPSA-N","3b,4b-Dihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000487","DKPMWHFRUGMUKF-NTPBNISXSA-N","3a,6a,7b-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000823","DKXXSIJHWWVNMO-GYPHWSFCSA-N","Glyco 3a-sulfate-7a-OH-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000845","HSNPMXROZIQAQD-GBURMNQMSA-N","3alpha-Sulfatolithocholyltaurine",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000859","UCVGCHGIKFWAGH-VAYUFCLWSA-N","3a-Sulfooxy-12a-hydroxy-5b-cholan-24-oyl-taurine",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000604","COCMFMBNEAMQMA-OGAWIUPOSA-N","3a,6a,7b,12a-(OH)4-5a-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000199","BHQCQFFYRZLCQQ-UTLSPDKDSA-N","3alpha,7beta,12alpha-Trihydroxy-5beta-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000792","AXDXVEYHEODSPN-HVATVPOCSA-N","3a-Sulfooxy-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000264","RUDATBOHQWOJDD-IKAPKQLESA-N","3alpha,7alpha-Dihydroxy-5alpha-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000171","ZHCAAZIHTDCFJX-QLEQUTGBSA-N","7alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000489","DKPMWHFRUGMUKF-NTPBNISXSA-N","3a,6a,7b-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000522","GCAHOAMXTYBLNZ-XUPDPMAXSA-N","3a,6a,12a-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000485","DKPMWHFRUGMUKF-KWXDGCAGSA-N","3a,6a,7a-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000675","AWINBLVINXVKTE-FSILYXOFSA-N","3,6-Dioxo-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000778","BHTRKEVKTKCXOH-LBSADWJPSA-N","2-{[(3alpha,5beta,7beta)-3,7-Dihydroxy-24-oxocholan-24-yl]amino}ethanesulfonic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000112","JVMCMMXFADJQKU-MMSVWBHPSA-N","7alpha-Hydroxy-5beta-cholan-24-oic acid","375.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000492","DKPMWHFRUGMUKF-GDYCBZMLSA-N","3a,6b,7a-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000295","KXGVEGMKQFWNSR-UPSXFCICSA-N","3beta,12alpha-Dihydroxy-5alpha-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000831","QJZCNFGUZPMYAX-BUXLTGKBSA-N","N-[(3a,5b,12a)-12-Hydroxy-24-oxo-3-(sulfooxy)cholan-24-yl]glycine",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000277","RUDATBOHQWOJDD-IMRDPUKRSA-N","3beta,7beta-Dihydroxy-5alpha-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000659","WIYCLWGXUJWTBW-UPVUKQMHSA-N","6-Oxo-5b-cholan-24-oic Acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000842","HSNPMXROZIQAQD-GBURMNQMSA-N","3alpha-Sulfatolithocholyltaurine",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000581","DGABKXLVXPYZII-FIJOHTIXSA-N","3b,6a-(OH)2-5a-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000384","XKHVNTXVBMJZFA-HATFSDQTSA-N","2b,3a-Dihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000180","ZHCAAZIHTDCFJX-CIKBIKKZSA-N","7alpha,12beta-Dihydroxy-5beta-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000104","SMEROWZSTRWXGI-HVATVPOCSA-N","3alpha-Hydroxy-5beta-cholan-24-oic acid","375.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000315","ZHCAAZIHTDCFJX-NGPAMCMXSA-N","7beta,12alpha-Dihydroxy-5alpha-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000629","KAOKDEFHEADBNL-XCCGACRLSA-N","3a,7a,15b-(OH)3-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000496","DKPMWHFRUGMUKF-CRKPLTDNSA-N","3a,6b,7b-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000623","KAOKDEFHEADBNL-BLLLHDCFSA-N","3a,7a,15a-(OH)3-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000523","GCAHOAMXTYBLNZ-XUPDPMAXSA-N","3a,6a,12a-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000664","ZKGCEXPUCJDWMB-ZRDLOGARSA-N","7-Oxo-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000120","JVMCMMXFADJQKU-KEUPPCRPSA-N","7beta-Hydroxy-5beta-cholan-24-oic acid","375.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000787","WBWWGRHZICKQGZ-HZAMXZRMSA-N","2-{[(3alpha,5beta,7alpha,12alpha)-3,7,12-Trihydroxy-24-oxocholan-24-yl]amino}ethanesulfonic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000217","BHQCQFFYRZLCQQ-NSYKHXCCSA-N","3beta,7beta,12alpha-Trihydroxy-5beta-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000330","BHQCQFFYRZLCQQ-PWNRUWOFSA-N","3alpha,7beta,12alpha-Trihydroxy-5alpha-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000409","LKUNZSUKADSCME-RMUKQWOFSA-N","3b,4a-Dihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000324","BHQCQFFYRZLCQQ-PGHAKIONSA-N","3alpha,7alpha,12alpha-Trihydroxy-5alpha-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000382","XKHVNTXVBMJZFA-HATFSDQTSA-N","2b,3a-Dihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000858","UCVGCHGIKFWAGH-VAYUFCLWSA-N","3a-Sulfooxy-12a-hydroxy-5b-cholan-24-oyl-taurine",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000508","DKPMWHFRUGMUKF-UEARECNKSA-N","3b,6a,7b-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000703","WIYCLWGXUJWTBW-CTICWCIZSA-N","6-Oxo-5a-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000605","COCMFMBNEAMQMA-OGAWIUPOSA-N","3a,6a,7b,12a-(OH)4-5a-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000684","XNTYYYINMGRBQW-ZEZONBOOSA-N","3,12-Dioxo-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000169","KXGVEGMKQFWNSR-BYGCHKRWSA-N","3beta,12beta-Dihydroxy-5beta-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000526","GCAHOAMXTYBLNZ-KKKVDMSXSA-N","3a,6b,12a-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000653","KIQFUORWRVZTHT-OPTMKGCMSA-N","3-Oxo-5b-cholan-24-oic Acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000742","XBSQTYHEGZTYJE-OETIFKLTSA-N","N-(3a-Hydroxy-5b-cholan-24-oyl)-glycine",NA,"NEGATIVE"
