"","accession","dname"
"25671","HMDB0081680","X-linked"
"25672","HMDB0081681","3-methylglutaconic aciduria type II"
"25673","HMDB0081681","X-linked"
"25674","HMDB0081682","3-methylglutaconic aciduria type II"
"25675","HMDB0081682","X-linked"
"25676","HMDB0081683","3-methylglutaconic aciduria type II"
"25677","HMDB0081683","X-linked"
"25678","HMDB0081684","3-methylglutaconic aciduria type II"
"25679","HMDB0081684","X-linked"
"25680","HMDB0081685","3-methylglutaconic aciduria type II"
"25681","HMDB0081685","X-linked"
"25682","HMDB0081686","3-methylglutaconic aciduria type II"
"25683","HMDB0081686","X-linked"
"25684","HMDB0081687","3-methylglutaconic aciduria type II"
"25685","HMDB0081687","X-linked"
"25686","HMDB0081688","3-methylglutaconic aciduria type II"
"25687","HMDB0081688","X-linked"
"25688","HMDB0081689","3-methylglutaconic aciduria type II"
"25689","HMDB0081689","X-linked"
"25690","HMDB0081690","3-methylglutaconic aciduria type II"
"25691","HMDB0081690","X-linked"
"25692","HMDB0081691","3-methylglutaconic aciduria type II"
"25693","HMDB0081691","X-linked"
"25694","HMDB0081692","3-methylglutaconic aciduria type II"
"25695","HMDB0081692","X-linked"
"25696","HMDB0081693","3-methylglutaconic aciduria type II"
"25697","HMDB0081693","X-linked"
"25698","HMDB0081694","3-methylglutaconic aciduria type II"
"25699","HMDB0081694","X-linked"
"25700","HMDB0081695","3-methylglutaconic aciduria type II"
"25701","HMDB0081695","X-linked"
"25702","HMDB0081696","3-methylglutaconic aciduria type II"
"25703","HMDB0081696","X-linked"
"25704","HMDB0081697","3-methylglutaconic aciduria type II"
"25705","HMDB0081697","X-linked"
"25706","HMDB0081698","3-methylglutaconic aciduria type II"
"25707","HMDB0081698","X-linked"
"25708","HMDB0081699","3-methylglutaconic aciduria type II"
"25709","HMDB0081699","X-linked"
"25710","HMDB0081700","3-methylglutaconic aciduria type II"
"25711","HMDB0081700","X-linked"
"25712","HMDB0081701","3-methylglutaconic aciduria type II"
"25713","HMDB0081701","X-linked"
"25714","HMDB0081702","3-methylglutaconic aciduria type II"
"25715","HMDB0081702","X-linked"
"25716","HMDB0081703","3-methylglutaconic aciduria type II"
"25717","HMDB0081703","X-linked"
"25718","HMDB0081704","3-methylglutaconic aciduria type II"
"25719","HMDB0081704","X-linked"
"25720","HMDB0081705","3-methylglutaconic aciduria type II"
"25721","HMDB0081705","X-linked"
"25722","HMDB0081706","3-methylglutaconic aciduria type II"
"25723","HMDB0081706","X-linked"
"25724","HMDB0081707","3-methylglutaconic aciduria type II"
"25725","HMDB0081707","X-linked"
"25726","HMDB0081708","3-methylglutaconic aciduria type II"
"25727","HMDB0081708","X-linked"
"25728","HMDB0081709","3-methylglutaconic aciduria type II"
"25729","HMDB0081709","X-linked"
"25730","HMDB0081710","3-methylglutaconic aciduria type II"
"25731","HMDB0081710","X-linked"
"25732","HMDB0081711","3-methylglutaconic aciduria type II"
"25733","HMDB0081711","X-linked"
"25734","HMDB0081712","3-methylglutaconic aciduria type II"
"25735","HMDB0081712","X-linked"
"25736","HMDB0081713","3-methylglutaconic aciduria type II"
"25737","HMDB0081713","X-linked"
"25738","HMDB0081714","3-methylglutaconic aciduria type II"
"25739","HMDB0081714","X-linked"
"25740","HMDB0081715","3-methylglutaconic aciduria type II"
"25741","HMDB0081715","X-linked"
"25742","HMDB0081716","3-methylglutaconic aciduria type II"
"25743","HMDB0081716","X-linked"
"25744","HMDB0081717","3-methylglutaconic aciduria type II"
"25745","HMDB0081717","X-linked"
"25746","HMDB0081718","3-methylglutaconic aciduria type II"
"25747","HMDB0081718","X-linked"
"25748","HMDB0081719","3-methylglutaconic aciduria type II"
"25749","HMDB0081719","X-linked"
"25750","HMDB0081720","3-methylglutaconic aciduria type II"
"25751","HMDB0081720","X-linked"
"25752","HMDB0081721","3-methylglutaconic aciduria type II"
"25753","HMDB0081721","X-linked"
"25754","HMDB0081722","3-methylglutaconic aciduria type II"
"25755","HMDB0081722","X-linked"
"25756","HMDB0081723","3-methylglutaconic aciduria type II"
"25757","HMDB0081723","X-linked"
"25758","HMDB0081724","3-methylglutaconic aciduria type II"
"25759","HMDB0081724","X-linked"
"25760","HMDB0081725","3-methylglutaconic aciduria type II"
"25761","HMDB0081725","X-linked"
"25762","HMDB0081726","3-methylglutaconic aciduria type II"
"25763","HMDB0081726","X-linked"
"25764","HMDB0081727","3-methylglutaconic aciduria type II"
"25765","HMDB0081727","X-linked"
"25766","HMDB0081728","3-methylglutaconic aciduria type II"
"25767","HMDB0081728","X-linked"
"25768","HMDB0081729","3-methylglutaconic aciduria type II"
"25769","HMDB0081729","X-linked"
"25770","HMDB0081730","3-methylglutaconic aciduria type II"
"25771","HMDB0081730","X-linked"
"25772","HMDB0081731","3-methylglutaconic aciduria type II"
"25773","HMDB0081731","X-linked"
"25774","HMDB0081732","3-methylglutaconic aciduria type II"
"25775","HMDB0081732","X-linked"
"25776","HMDB0081733","3-methylglutaconic aciduria type II"
"25777","HMDB0081733","X-linked"
"25778","HMDB0081734","3-methylglutaconic aciduria type II"
"25779","HMDB0081734","X-linked"
"25780","HMDB0081735","3-methylglutaconic aciduria type II"
"25781","HMDB0081735","X-linked"
"25782","HMDB0081736","3-methylglutaconic aciduria type II"
"25783","HMDB0081736","X-linked"
"25784","HMDB0081737","3-methylglutaconic aciduria type II"
"25785","HMDB0081737","X-linked"
"25786","HMDB0081738","3-methylglutaconic aciduria type II"
"25787","HMDB0081738","X-linked"
"25788","HMDB0081739","3-methylglutaconic aciduria type II"
"25789","HMDB0081739","X-linked"
"25790","HMDB0081740","3-methylglutaconic aciduria type II"
"25791","HMDB0081740","X-linked"
"25792","HMDB0081741","3-methylglutaconic aciduria type II"
"25793","HMDB0081741","X-linked"
"25794","HMDB0081742","3-methylglutaconic aciduria type II"
"25795","HMDB0081742","X-linked"
"25796","HMDB0081743","3-methylglutaconic aciduria type II"
"25797","HMDB0081743","X-linked"
"25798","HMDB0081744","3-methylglutaconic aciduria type II"
"25799","HMDB0081744","X-linked"
"25800","HMDB0081745","3-methylglutaconic aciduria type II"
"25801","HMDB0081745","X-linked"
"25802","HMDB0081746","3-methylglutaconic aciduria type II"
"25803","HMDB0081746","X-linked"
"25804","HMDB0081747","3-methylglutaconic aciduria type II"
"25805","HMDB0081747","X-linked"
"25806","HMDB0081748","3-methylglutaconic aciduria type II"
"25807","HMDB0081748","X-linked"
"25808","HMDB0081749","3-methylglutaconic aciduria type II"
"25809","HMDB0081749","X-linked"
"25810","HMDB0081750","3-methylglutaconic aciduria type II"
"25811","HMDB0081750","X-linked"
"25812","HMDB0081751","3-methylglutaconic aciduria type II"
"25813","HMDB0081751","X-linked"
"25814","HMDB0081752","3-methylglutaconic aciduria type II"
"25815","HMDB0081752","X-linked"
"25816","HMDB0081753","3-methylglutaconic aciduria type II"
"25817","HMDB0081753","X-linked"
"25818","HMDB0081754","3-methylglutaconic aciduria type II"
"25819","HMDB0081754","X-linked"
"25820","HMDB0081755","3-methylglutaconic aciduria type II"
"25821","HMDB0081755","X-linked"
"25822","HMDB0081756","3-methylglutaconic aciduria type II"
"25823","HMDB0081756","X-linked"
"25824","HMDB0081757","3-methylglutaconic aciduria type II"
"25825","HMDB0081757","X-linked"
"25826","HMDB0081758","3-methylglutaconic aciduria type II"
"25827","HMDB0081758","X-linked"
"25828","HMDB0081759","3-methylglutaconic aciduria type II"
"25829","HMDB0081759","X-linked"
"25830","HMDB0081760","3-methylglutaconic aciduria type II"
"25831","HMDB0081760","X-linked"
"25832","HMDB0081761","3-methylglutaconic aciduria type II"
"25833","HMDB0081761","X-linked"
"25834","HMDB0081762","3-methylglutaconic aciduria type II"
"25835","HMDB0081762","X-linked"
"25836","HMDB0081763","3-methylglutaconic aciduria type II"
"25837","HMDB0081763","X-linked"
"25838","HMDB0081764","3-methylglutaconic aciduria type II"
"25839","HMDB0081764","X-linked"
"25840","HMDB0081765","3-methylglutaconic aciduria type II"
"25841","HMDB0081765","X-linked"
"25842","HMDB0081766","3-methylglutaconic aciduria type II"
"25843","HMDB0081766","X-linked"
"25844","HMDB0081767","3-methylglutaconic aciduria type II"
"25845","HMDB0081767","X-linked"
"25846","HMDB0081768","3-methylglutaconic aciduria type II"
"25847","HMDB0081768","X-linked"
"25848","HMDB0081769","3-methylglutaconic aciduria type II"
"25849","HMDB0081769","X-linked"
"25850","HMDB0081770","3-methylglutaconic aciduria type II"
"25851","HMDB0081770","X-linked"
"25852","HMDB0081771","3-methylglutaconic aciduria type II"
"25853","HMDB0081771","X-linked"
"25854","HMDB0081772","3-methylglutaconic aciduria type II"
"25855","HMDB0081772","X-linked"
"25856","HMDB0081773","3-methylglutaconic aciduria type II"
"25857","HMDB0081773","X-linked"
"25858","HMDB0081774","3-methylglutaconic aciduria type II"
"25859","HMDB0081774","X-linked"
"25860","HMDB0081775","3-methylglutaconic aciduria type II"
"25861","HMDB0081775","X-linked"
"25862","HMDB0081776","3-methylglutaconic aciduria type II"
"25863","HMDB0081776","X-linked"
"25864","HMDB0081777","3-methylglutaconic aciduria type II"
"25865","HMDB0081777","X-linked"
"25866","HMDB0081778","3-methylglutaconic aciduria type II"
"25867","HMDB0081778","X-linked"
"25868","HMDB0081779","3-methylglutaconic aciduria type II"
"25869","HMDB0081779","X-linked"
"25870","HMDB0081780","3-methylglutaconic aciduria type II"
"25871","HMDB0081780","X-linked"
"25872","HMDB0081781","3-methylglutaconic aciduria type II"
"25873","HMDB0081781","X-linked"
"25874","HMDB0081782","3-methylglutaconic aciduria type II"
"25875","HMDB0081782","X-linked"
"25876","HMDB0081783","3-methylglutaconic aciduria type II"
"25877","HMDB0081783","X-linked"
"25878","HMDB0081784","3-methylglutaconic aciduria type II"
"25879","HMDB0081784","X-linked"
"25880","HMDB0081785","3-methylglutaconic aciduria type II"
"25881","HMDB0081785","X-linked"
"25882","HMDB0081786","3-methylglutaconic aciduria type II"
"25883","HMDB0081786","X-linked"
"25884","HMDB0081787","3-methylglutaconic aciduria type II"
"25885","HMDB0081787","X-linked"
"25886","HMDB0081788","3-methylglutaconic aciduria type II"
"25887","HMDB0081788","X-linked"
"25888","HMDB0081789","3-methylglutaconic aciduria type II"
"25889","HMDB0081789","X-linked"
"25890","HMDB0081790","3-methylglutaconic aciduria type II"
"25891","HMDB0081790","X-linked"
"25892","HMDB0081791","3-methylglutaconic aciduria type II"
"25893","HMDB0081791","X-linked"
"25894","HMDB0081792","3-methylglutaconic aciduria type II"
"25895","HMDB0081792","X-linked"
"25896","HMDB0081793","3-methylglutaconic aciduria type II"
"25897","HMDB0081793","X-linked"
"25898","HMDB0081794","3-methylglutaconic aciduria type II"
"25899","HMDB0081794","X-linked"
"25900","HMDB0081795","3-methylglutaconic aciduria type II"
"25901","HMDB0081795","X-linked"
"25902","HMDB0081796","3-methylglutaconic aciduria type II"
"25903","HMDB0081796","X-linked"
"25904","HMDB0081797","3-methylglutaconic aciduria type II"
"25905","HMDB0081797","X-linked"
"25906","HMDB0081798","3-methylglutaconic aciduria type II"
"25907","HMDB0081798","X-linked"
"25908","HMDB0081799","3-methylglutaconic aciduria type II"
"25909","HMDB0081799","X-linked"
"25910","HMDB0081800","3-methylglutaconic aciduria type II"
"25911","HMDB0081800","X-linked"
"25912","HMDB0081801","3-methylglutaconic aciduria type II"
"25913","HMDB0081801","X-linked"
"25914","HMDB0081802","3-methylglutaconic aciduria type II"
"25915","HMDB0081802","X-linked"
"25916","HMDB0081803","3-methylglutaconic aciduria type II"
"25917","HMDB0081803","X-linked"
"25918","HMDB0081804","3-methylglutaconic aciduria type II"
"25919","HMDB0081804","X-linked"
"25920","HMDB0081805","3-methylglutaconic aciduria type II"
"25921","HMDB0081805","X-linked"
"25922","HMDB0081806","3-methylglutaconic aciduria type II"
"25923","HMDB0081806","X-linked"
"25924","HMDB0081807","3-methylglutaconic aciduria type II"
"25925","HMDB0081807","X-linked"
"25926","HMDB0081808","3-methylglutaconic aciduria type II"
"25927","HMDB0081808","X-linked"
"25928","HMDB0081809","3-methylglutaconic aciduria type II"
"25929","HMDB0081809","X-linked"
"25930","HMDB0081810","3-methylglutaconic aciduria type II"
"25931","HMDB0081810","X-linked"
"25932","HMDB0081811","3-methylglutaconic aciduria type II"
"25933","HMDB0081811","X-linked"
"25934","HMDB0081812","3-methylglutaconic aciduria type II"
"25935","HMDB0081812","X-linked"
"25936","HMDB0081813","3-methylglutaconic aciduria type II"
"25937","HMDB0081813","X-linked"
"25938","HMDB0081814","3-methylglutaconic aciduria type II"
"25939","HMDB0081814","X-linked"
"25940","HMDB0081815","3-methylglutaconic aciduria type II"
"25941","HMDB0081815","X-linked"
"25942","HMDB0081816","3-methylglutaconic aciduria type II"
"25943","HMDB0081816","X-linked"
"25944","HMDB0081817","3-methylglutaconic aciduria type II"
"25945","HMDB0081817","X-linked"
"25946","HMDB0081818","3-methylglutaconic aciduria type II"
"25947","HMDB0081818","X-linked"
"25948","HMDB0081819","3-methylglutaconic aciduria type II"
"25949","HMDB0081819","X-linked"
"25950","HMDB0081820","3-methylglutaconic aciduria type II"
"25951","HMDB0081820","X-linked"
"25952","HMDB0081821","3-methylglutaconic aciduria type II"
"25953","HMDB0081821","X-linked"
"25954","HMDB0081822","3-methylglutaconic aciduria type II"
"25955","HMDB0081822","X-linked"
"25956","HMDB0081823","3-methylglutaconic aciduria type II"
"25957","HMDB0081823","X-linked"
"25958","HMDB0081824","3-methylglutaconic aciduria type II"
"25959","HMDB0081824","X-linked"
"25960","HMDB0081825","3-methylglutaconic aciduria type II"
"25961","HMDB0081825","X-linked"
"25962","HMDB0081826","3-methylglutaconic aciduria type II"
"25963","HMDB0081826","X-linked"
"25964","HMDB0081827","3-methylglutaconic aciduria type II"
"25965","HMDB0081827","X-linked"
"25966","HMDB0081828","3-methylglutaconic aciduria type II"
"25967","HMDB0081828","X-linked"
"25968","HMDB0081829","3-methylglutaconic aciduria type II"
"25969","HMDB0081829","X-linked"
"25970","HMDB0081830","3-methylglutaconic aciduria type II"
"25971","HMDB0081830","X-linked"
"25972","HMDB0081831","3-methylglutaconic aciduria type II"
"25973","HMDB0081831","X-linked"
"25974","HMDB0081832","3-methylglutaconic aciduria type II"
"25975","HMDB0081832","X-linked"
"25976","HMDB0081833","3-methylglutaconic aciduria type II"
"25977","HMDB0081833","X-linked"
"25978","HMDB0081834","3-methylglutaconic aciduria type II"
"25979","HMDB0081834","X-linked"
"25980","HMDB0081835","3-methylglutaconic aciduria type II"
"25981","HMDB0081835","X-linked"
"25982","HMDB0081836","3-methylglutaconic aciduria type II"
"25983","HMDB0081836","X-linked"
"25984","HMDB0081837","3-methylglutaconic aciduria type II"
"25985","HMDB0081837","X-linked"
"25986","HMDB0081838","3-methylglutaconic aciduria type II"
"25987","HMDB0081838","X-linked"
"25988","HMDB0081839","3-methylglutaconic aciduria type II"
"25989","HMDB0081839","X-linked"
"25990","HMDB0081840","3-methylglutaconic aciduria type II"
"25991","HMDB0081840","X-linked"
"25992","HMDB0081841","3-methylglutaconic aciduria type II"
"25993","HMDB0081841","X-linked"
"25994","HMDB0081842","3-methylglutaconic aciduria type II"
"25995","HMDB0081842","X-linked"
"25996","HMDB0081843","3-methylglutaconic aciduria type II"
"25997","HMDB0081843","X-linked"
"25998","HMDB0081844","3-methylglutaconic aciduria type II"
"25999","HMDB0081844","X-linked"
"26000","HMDB0081845","3-methylglutaconic aciduria type II"
"26001","HMDB0081845","X-linked"
"26002","HMDB0081846","3-methylglutaconic aciduria type II"
"26003","HMDB0081846","X-linked"
"26004","HMDB0081847","3-methylglutaconic aciduria type II"
"26005","HMDB0081847","X-linked"
"26006","HMDB0081848","3-methylglutaconic aciduria type II"
"26007","HMDB0081848","X-linked"
"26008","HMDB0081849","3-methylglutaconic aciduria type II"
"26009","HMDB0081849","X-linked"
"26010","HMDB0081850","3-methylglutaconic aciduria type II"
"26011","HMDB0081850","X-linked"
"26012","HMDB0081851","3-methylglutaconic aciduria type II"
"26013","HMDB0081851","X-linked"
"26014","HMDB0081852","3-methylglutaconic aciduria type II"
"26015","HMDB0081852","X-linked"
"26016","HMDB0081853","3-methylglutaconic aciduria type II"
"26017","HMDB0081853","X-linked"
"26018","HMDB0081854","3-methylglutaconic aciduria type II"
"26019","HMDB0081854","X-linked"
"26020","HMDB0081855","3-methylglutaconic aciduria type II"
"26021","HMDB0081855","X-linked"
"26022","HMDB0081856","3-methylglutaconic aciduria type II"
"26023","HMDB0081856","X-linked"
"26024","HMDB0081857","3-methylglutaconic aciduria type II"
"26025","HMDB0081857","X-linked"
"26026","HMDB0081858","3-methylglutaconic aciduria type II"
"26027","HMDB0081858","X-linked"
"26028","HMDB0081859","3-methylglutaconic aciduria type II"
"26029","HMDB0081859","X-linked"
"26030","HMDB0081860","3-methylglutaconic aciduria type II"
"26031","HMDB0081860","X-linked"
"26032","HMDB0081861","3-methylglutaconic aciduria type II"
"26033","HMDB0081861","X-linked"
"26034","HMDB0081862","3-methylglutaconic aciduria type II"
"26035","HMDB0081862","X-linked"
"26036","HMDB0081863","3-methylglutaconic aciduria type II"
"26037","HMDB0081863","X-linked"
"26038","HMDB0081864","3-methylglutaconic aciduria type II"
"26039","HMDB0081864","X-linked"
"26040","HMDB0081865","3-methylglutaconic aciduria type II"
"26041","HMDB0081865","X-linked"
"26042","HMDB0081866","3-methylglutaconic aciduria type II"
"26043","HMDB0081866","X-linked"
