"","accession","route_of_exposure"
"4459","T3D4771","peakplasmalevelsoccur3hoursafteranoraldosethepeakplasmalevelis705ng/mlabsolutebioavailabilitystudieshavenotbeenconductedwhenmultipledosesaregiven"
"4460","T3D4771","steady-stateisreachedonorbeforeday5whentakenwithahighfatmeal"
"4461","T3D4771","peakplasmalevelsaredelayedforabout1to2hourswithanincreaseintotalabsorptionof10%to20%"
"4462","T3D4772","followingoraladministration"
"4463","T3D4772","stavudineisrapidlyabsorbed"
"4464","T3D4773","dermal"
"4465","T3D4774","oralbioavailabilityis34to48%"
"4466","T3D4775","fenofibrateiswellabsorbedfromthegastrointestinaltractafterabsorption"
"4467","T3D4775","fenofibrateismainlyexcretedintheurineintheformofmetabolites"
"4468","T3D4775","primarilyfenofibricacidfenofibricacidglucuronide"
"4469","T3D4776","28-100%"
"4470","T3D4777","readilyabsorbedfollowingoraladministration"
"4471","T3D4777","however"
"4472","T3D4777","mayundergosignificantfirstpassmetabolismabsorptionbioavailabilityarereducedwhenisoniazidisadministeredwithfood"
"4473","T3D4778",NA
"4474","T3D4779","wellabsorbedwithpeaklevelsoccurringbetween2to6hoursfollowingadministration"
"4475","T3D4780","theophyllineisrapidlycompletelyabsorbedafteroraladministrationinsolutionorimmediate-releasesolidoraldosageform"
"4476","T3D4781","50-60%"
"4477","T3D4782",NA
"4478","T3D4783","rapidlycompletelyabsorbed"
"4479","T3D4783","yieldinghighpersistentplasmaconcentrations"
"4480","T3D4784","completelybutslowlyabsorbedfromtheintestinebetween95%99%ofanoraldoseofclofibrateisexcretedintheurineasfreeconjugatedclofibricacid"
"4481","T3D4784","thus"
"4482","T3D4784","theabsorptionofclofibrateisvirtuallycomplete"
"4483","T3D4785",NA
"4484","T3D4786","rapidlyabsorbedwithpeakplasmaconcentrationsappearingwithin0515hrs"
"4485","T3D4787","studiessuggestthat<5%oftheoraldosereachesthegeneralcirculationasactiveinhibitorstimetopeakserumconcentrationis2-4hourslovastatinundergoesextensivefirst-passmetabolismsotheavailabilityofthedruginthesystemislowvariable"
"4486","T3D4788","absorptionofsimvastatin"
"4487","T3D4788","estimatedrelativetoanintravenousreferencedose"
"4488","T3D4788","ineachoftwoanimalspeciestested"
"4489","T3D4788","averagedabout85%ofanoraldoseinanimalstudies"
"4490","T3D4788","afteroraldosing"
"4491","T3D4788","simvastatinachievedsubstantiallyhigherconcentrationsintheliverthaninnon-targettissueshowever"
"4492","T3D4788","becausesimvastatinundergoesextensivefirst-passmetabolism"
"4493","T3D4788","theavailabilityofthedruginthesystemicislowpeakplasmaconcentrationoccurs13-24hoursafteradministration"
"4494","T3D4789","absorbedrapidlyfoodincreasestheextentofabsorptionby30%to85%"
"4495","T3D4790",NA
"4496","T3D4791",NA
"4497","T3D4792",NA
"4498","T3D4793",NA
"4499","T3D4795",NA
"4500","T3D4796","rapidlyabsorbedintothesystemiccirulationfollowingoraladministrationpeakplasmaconcentrationsareusuallyattainedwithin2hoursunderfastingconditions"
"4501","T3D4796","withsteady-stateplasmaconcentrationsattainedinapproximately7days"
"4502","T3D4797",NA
"4503","T3D4798",NA
"4504","T3D4799","approximately4%ofthetopicallyappliedazelaicacidissystemicallyabsorbed"
"4505","T3D4800",NA
"4506","T3D4801",NA
"4507","T3D4802",NA
"4508","T3D4803","rapidlycompletelyabsorbedabsorptionisnotaffectedbyfood"
"4509","T3D4804",NA
"4510","T3D4805",NA
"4511","T3D4806","rapidlycompletelyabsorbedfromgastrointestinaltractthebioavailabilityoftabletsisequivalenttoequaldosesgivenasasolution"
"4512","T3D4807",NA
"4513","T3D4808","rapidlydistributed"
"4514","T3D4809","wellabsorbedfromgastrointestinaltract"
"4515","T3D4810",NA
"4516","T3D4811",NA
"4517","T3D4812",NA
"4518","T3D4813","lessthan1%-2%isabsorbedthroughtheskinovera4-dayperiodfollowingapplication"
"4519","T3D4814",NA
"4520","T3D4815",NA
"4521","T3D4816",NA
"4522","T3D4817","vitaminb2isreadilyabsorbedfromtheuppergastrointestinaltract"
"4523","T3D4818","bicalutamideiswell-absorbedfollowingoraladministration"
"4524","T3D4818","althoughtheabsolutebioavailabilityisunknown"
"4525","T3D4819",NA
"4526","T3D4820",NA
"4527","T3D4821",NA
"4528","T3D4824",NA
"4529","T3D4825",NA
"4530","T3D4826",NA
"4531","T3D4827",NA
"4532","T3D4828",NA
"4533","T3D4829",NA
"4534","T3D4830",NA
"4535","T3D4831",NA
"4536","T3D4832",NA
"4537","T3D4833",NA
"4538","T3D4834",NA
"4539","T3D4835",NA
"4540","T3D4836",NA
"4541","T3D4837",NA
"4542","T3D4838",NA
"4543","T3D4839",NA
"4544","T3D4840",NA
"4545","T3D4841",NA
"4546","T3D4842",NA
"4547","T3D4843",NA
"4548","T3D4844",NA
"4549","T3D4845",NA
"4550","T3D4846",NA
"4551","T3D4847",NA
"4552","T3D4848",NA
"4553","T3D4849",NA
"4554","T3D4850",NA
"4555","T3D4851",NA
"4556","T3D4852",NA
"4557","T3D4853",NA
"4558","T3D4854",NA
"4559","T3D4855",NA
"4560","T3D4857",NA
"4561","T3D4858",NA
"4562","T3D4859",NA
"4563","T3D4860",NA
"4564","T3D4861",NA
"4565","T3D4862",NA
"4566","T3D4863",NA
"4567","T3D4864",NA
"4568","T3D4865",NA
"4569","T3D4866",NA
"4570","T3D4867",NA
"4571","T3D4868",NA
"4572","T3D4869",NA
"4573","T3D4870",NA
"4574","T3D4871",NA
"4575","T3D4872",NA
"4576","T3D4873",NA
"4577","T3D4874",NA
"4578","T3D4875",NA
"4579","T3D4876",NA
"4580","T3D4877",NA
"4581","T3D4878",NA
"4582","T3D4879",NA
"4583","T3D4880",NA
"4584","T3D4881","dermal"
"4585","T3D4882",NA
"4586","T3D4883",NA
"4587","T3D4884",NA
"4588","T3D4885",NA
"4589","T3D4886",NA
"4590","T3D4887",NA
"4591","T3D4888",NA
"4592","T3D4889",NA
"4593","T3D4890",NA
"4594","T3D4891",NA
"4595","T3D4892",NA
"4596","T3D4893",NA
"4597","T3D4894",NA
"4598","T3D4895",NA
"4599","T3D4896",NA
"4600","T3D4897",NA
"4601","T3D4898",NA
"4602","T3D4899",NA
"4603","T3D4900",NA
"4604","T3D4901",NA
"4605","T3D4902",NA
"4606","T3D4903",NA
"4607","T3D4904",NA
"4608","T3D4905",NA
"4609","T3D4906",NA
"4610","T3D4907",NA
"4611","T3D4908",NA
"4612","T3D4909",NA
"4613","T3D4910",NA
"4614","T3D4911","ingestion"
"4615","T3D4911","inhalation"
"4616","T3D4912",NA
"4617","T3D4913",NA
"4618","T3D4914",NA
"4619","T3D4915",NA
"4620","T3D4916",NA
"4621","T3D4917",NA
"4622","T3D4918",NA
"4623","T3D4919",NA
"4624","T3D4920",NA
"4625","T3D4921",NA
"4626","T3D4922",NA
"4627","T3D4923",NA
"4628","T3D4924",NA
"4629","T3D4926",NA
"4630","T3D4927",NA
"4631","T3D4928",NA
"4632","T3D4929",NA
"4633","T3D4930",NA
"4634","T3D4931",NA
"4635","T3D4932",NA
"4636","T3D4933",NA
"4637","T3D4934",NA
"4638","T3D4935",NA
"4639","T3D4936",NA
"4640","T3D4937",NA
"4641","T3D4938",NA
"4642","T3D4939",NA
"4643","T3D4940",NA
"4644","T3D4941",NA
"4645","T3D4942",NA
"4646","T3D4943",NA
"4647","T3D4944","inhalation"
"4648","T3D4946",NA
"4649","T3D4950",NA
"4650","T3D4953",NA
"4651","T3D4954",NA
"4652","T3D4955",NA
"4653","T3D4956","inhalation"
"4654","T3D4956","ingestion"
"4655","T3D4956","dermal"
"4656","T3D4957",NA
"4657","T3D4958",NA
"4658","T3D4959",NA
"4659","T3D4960",NA
"4660","T3D4961",NA
"4661","T3D4962",NA
"4662","T3D4963",NA
"4663","T3D4964",NA
"4664","T3D4965",NA
"4665","T3D4966",NA
"4666","T3D4967",NA
"4667","T3D4968","inhalation"
"4668","T3D4968","ingestion"
"4669","T3D4968","dermal"
"4670","T3D4968","eyes"
"4671","T3D4970","dermal"
"4672","T3D4971","oral"
"4673","T3D4972","inhalation"
"4674","T3D4973","inhalational"
"4675","T3D4976","basedonearlystudieswith14c-labeledclomifene"
"4676","T3D4976","thedrugwasshowntobereadilyabsorbedorallyinhumans"
"4677","T3D4977","poorlyabsorbedfromthegastrointestinaltractwellabsorbedfollowingintramuscularinjection"
"4678","T3D4978","lessthan20%oftheorallyadministereddoseisabsorbedfromthegastrointestinaltract"
"4679","T3D4979",NA
"4680","T3D4980","atorvastatinisrapidlyabsorbedafteroraladministrationwithmaximumplasmaconcentrationsachievedin1to2hourstheabsolutebioavailabilityofatorvastatinisapproximately14%thesystemicavailabilityofhmg-coareductaseinhibitoryactivityisapproximately30%thelowsystemicbioavailabilityisduetopresystemicclearancebygastrointestinalmucosafirst-passmetabolismintheliver"
"4681","T3D4981","followingoraladministration"
"4682","T3D4981","inthefastingstate"
"4683","T3D4981","pioglitazoneisfirstmeasurableinserumwithin30minutes"
"4684","T3D4981","withpeakconcentrationsobservedwithin2hoursfoodslightlydelaysthetimetopeakserumconcentrationto3to4hours"
"4685","T3D4981","butdoesnotaltertheextentofabsorption"
"4686","T3D4982","80-90%"
"4687","T3D4983","oral"
"4688","T3D4984","toxicbyingestionaskineyeirritant"
"4689","T3D4985","inhalation"
"4690","T3D4985","dermal"
"4691","T3D4985","ingestion"
"4692","T3D4986","oralingestion"
"4693","T3D4986","inhalationorskincontact"
"4694","T3D4987",NA
"4695","T3D4988",NA
"4696","T3D4989","oral"
"4697","T3D4989","iv"
"4698","T3D4990",NA
"4699","T3D4991",NA
"4700","T3D4992","inhalation"
"4701","T3D4993",NA
"4702","T3D4994",NA
"4703","T3D4995","ivermectinismoderatelywellabsorbedimprovedabsorptionwithhighfatmeal"
"4704","T3D4996","ivermectinismoderatelywellabsorbedimprovedabsorptionwithhighfatmealivermectinbindsselectivelywithhighaffinitytoglutamate-gatedchlorideionchannelsininvertebratemusclenervecellsofthemicrofilariathisbindingcausesanincreaseinthepermeabilityofthecellmembranetochlorideionsresultsinhyperpolarizationofthecell"
"4705","T3D4996","leadingtoparalysisdeathoftheparasiteivermectinalsoisbelievedtoactasanagonistoftheneurotransmittergamma-aminobutyricacid"
"4706","T3D4997","ingestion"
"4707","T3D4997","inhalation"
"4708","T3D4997","puncture"
"4709","T3D4997","wound"
"4710","T3D4997","skincontamination"
"4711","T3D4998",NA
"4712","T3D4999",NA
"4713","T3D5000","inhalation"
"4714","T3D5000","ingestion"
"4715","T3D5000","dermal"
"4716","T3D5000","eyes"
